,ItemId,GoodSliderMean,GoodSliderDev,Connective.x,PairType.x,ResponseInitial.x,Phrase.x
800,a5a1273cdc4c72a465d49fbefb9ca36a,0.9285,0.0367831483,but,P1_P2,false,But it is cetainly in the bounds of evolution for one species to dominate an environmental niche and push other species to extinction.
209,2bd4d97823df6e7cd92f5c60205bfe4e,0.93275,0.0828869712,no_connective,QR,false,"Basically, there are two possibilities: (1) The universe predated itself into eternity past (most evolutionists refuse to even talk about this one); or (2) It all started at some point (big bang or something of that sort)."
500,685c810d0c4b23e26b2c9c8f0cbc4ed8,0.9285,0.0657609307,so,P1_P2,true,"Social Darwinianism or ""the white mans burden"" was a popular racial theory during the scramble for Africa, which takes it name and principles from the natural selection writings of Charles Darwin."
625,81081c35c07abf069e4cf7d558e4c493,0.95975,0.037007882,if,QR,false,"If a family seriously has a problem with thier child learning about evolution, I'm sure the school would not object to them removing thier child from the class."
271,38be798a0397a8ec13d91c6f694ba04e,0.9136666667,0.0578302113,if,QR,false,"If you believe that we are just a random happening of chemicals, then it is a lot easier to devalue life."
341,4787931e2cb9ed67914bd0cb96949c32,0.941,0.0820243866,no_connective,QR,false,"Survival is necessary only long enough for an organism to reproduce, and if an organism doesn't reproduce, it is an evolutionary dead end no matter how long it survives."
480,627342c00536816d463903fd964a4a31,0.9265,0.0544472222,if,QR,true,"If it followed the scientific method, then yes it was science."
692,90cfde352d0a563fe94de123677a0760,0.886,0.0395979797,first,P1_P2,false,"First, creationism pre-dates Darwin, so its purpose is totally independent of evolution whatsoever."
167,1fdfa7b13c252ef003ac66d473c15c18,0.9218,0.077451275,first,P1_P2,false,"First of all, evolution is not observable, nor is there any measurable evidence."
429,575429b4e57fd667f394d539c1cd1ca9,0.9216,0.0716051674,but,QR,true,"But most creationists think that it is OK to force their views on everyone by requiring creationism, their religion, to be taught in school."
1144,e86e087e5a39af742de6ebd916ebf2e8,0.9385,0.0771729659,but,QR,true,"But not all mutations can be called ""genetic defects"" by any stretch of the imagination, and no one proposes that a mutation is a step to a radical new organism."
669,8da835251357ce904fbe1dd4d700921e,0.92,NA,so,QR,true,So the talkorigins.org website is not a scientific site?
1243,fcbb859fe514428eb813c7590fd74aed,0.9243333333,0.0731459728,no_connective,P1_P2,true,Well the tumbleweed sort of evolved into a spherical shape so it could effectively roll around.
152,1d84eb94bae784f83fbb5443fe60ad73,0.909,0.0635032808,so,QR,false,Sometimes I think that part of the problem is that creationists don't understand what the words mean - just as they miss the meaning of the word theory when used in science.
238,31134899d783e9a7e3b675c4b8d82135,0.9296666667,0.0695149864,if,QR,true,If it includes anything supernatural it immediately falls outside the study of the natural and thus isn't science.
763,9e535b04255d88139c204b4d6d6066e7,1,NA,if,QR,false,"If you are saying that all the different species I listed are descended from one pair, then we can have a discussion about evolution and how long it would take for that to happen."
803,a6015b10daeab11ab02e858bb39f95d2,0.9135,0.1199263663,so,QR,true,"So that we humans evolved from a common ancestor we shared with chimps is not mere extrapolation from the confirmed processes of microevolution and speciation: rather, it is also supported by a multitude of convincing genetic and neurological evidences."
712,957fdad706d08afd7846bf68a1c6f070,0.9426666667,0.0236290781,so,QR,false,Some individual pieces are missing - we don't yet have the links between Australopithecus (which most definitely are transitional between humans and non-human apes) and the common human/chimpanzee ancestor.
113,16562eb3b74588422bdca839fdfb1e7c,0.9115,0.1251579003,no_connective,QR,true,What astronomical facts does Darwinism rely upon?
34,069d7f4fb13ce6813307b1082a112afc,0.92975,0.0823665587,first,QR,false,"First, evolution provides the only scientific answers for how humans got here: we evolved from non-human ancestors."
51,09c702bacd3d553d12f7bbd6c654a72f,0.91925,0.1005464238,so,QR,true,"So evolutionary research shows birds evolving from dinosaurs, while the Bible claims that birds (and apparently also bats) arrived before any land animal."
699,92bcfc17e444ebadc37a3c2ae585a330,0.90875,0.109834345,no_connective,P1_P2,false,"All evolutionists acknowledge ""spontaneous generation"" as the majority of them are atheist."
180,23845eaded8fee38b35c5b514711b0be,0.908,0.0961535231,but,QR,true,"Sorry, but Darwinism is not ideology, it's science."
427,56ec5c4021e7f691f9f52592c0fe814c,0.9068,0.1169431486,so,QR,false,"So in summary, if you can show a jump as the typical creationist damands (from one species to another in a single generation), you will have falsified the theory of evolution."
221,2db3629bdac9e49a21a12c81d0d92aa2,0.90475,0.1060703383,but,QR,false,But it is important to realize that galactic evolution is not part of the theory of evolution and just because galaxies change implies nothing for biology.
288,3be3a5f6b3f7ad4fb5b0db4aa6b20dc1,0.9086666667,0.0952120441,no_connective,P1_P2,true,"Creationism is based on nothing but wishful thinking and faith, evolution on the other hand is supported by all the evidence and all the facts."
436,58ff36dd0ca2b214250c052a52b6edb3,0.9043333333,0.0657444548,so,QR,true,"Sound policy on land usage, environmentalism, reproductive rights, drug regulation, food regulation, product safety, etc. should be based on sound science and not the profit margins of the companies of interest."
577,79bd21a6a7ac2f0bb5b350eb3841c584,0.892,0.0574717322,if,QR,false,"If these proteins evolved for another purpose, and they are found in the flagella, that is good evidence as to how the flagella was put together from other parts previously performing other functions."
744,9bdf741ef1e611e991f25a2ac1d086e0,0.879,0.1483307116,but,QR,false,"But given the speed with which these evolutionary changes seem to have taken place, it is impossible for all cats to have descended from a pair the left a boat in Asia Minor about 4500 years ago."
455,5d96c30ca58faebd93a4ec95ac03ad45,0.90225,0.0952203585,so,QR,true,"Someone posted the percentages of scientist who had accepted the theory of evolution, all in the high 90's."
331,448a42d8e12c2f0bed11029656830987,0.87775,0.1266369483,first,QR,false,"First of all, life is not scientific -- life is spirtual."
1077,dcc108d6b9b549dfb7517c087b260a6d,0.9016666667,0.1395074669,but,QR,true,But hasn't science claimed it has PROOF that there was no Biblical flood?
564,76cf4ba51f9afb1dafedbd0d0321f10b,0.8676666667,0.112340257,but,QR,true,But creation isn't a theory and it's definitely not science.
94,135d0c74bbb05c3bfbd2c1814ae326da,0.9415,0.0592199291,no_connective,QR,false,Evolution is so well tested that it is no longer doubted except for religious reasons.
169,20aa4cfce357148e5ae8faaddd100f07,0.899,0.0990605875,first,QR,true,"First, let's suppose for a minute that, yes, evolution could not have started naturally."
243,31f02dc2fdd609a9e3cab61d7ca7ea23,0.911,0.0985663905,if,QR,true,"If you want some pieces of evidence about evolution, first, define evolution for them (Change in genes over time)."
273,399fed18b5d58723c144705f04aebd27,0.893,0.1019460642,if,QR,false,"If the hypothesis that birds descended from theropod dinosaurs is correct, then it is logical to expect that there existed organisms that had a mixture of dinosaur and avian characteristics and that some examples would be more dinosaur like and others would be more bird like."
435,58fd7fd3b13070dea4e7afd107bf5519,0.8955,0.1447860491,but,QR,true,"Sorry, but the scientific evidence for evolution is as solid as the scientific evidence for any theory, and better than most."
651,8a16b7dfa8ec7303f1ce26890ee28246,0.925,0.1299038106,no_connective,P1_P2,true,I dont see how one can be a christian and believe in Darwinian or Macro-Evolution.
1136,e6a091f12e967812d951b2f20a45c4df,0.895,NA,first,P1_P2,true,First let me state I'm a staunch believer in creationism.
47,0894ce6675153610a16a7c3e5454ae2d,0.896,0.0692964646,but,QR,true,But evolutionary biologists do not claim that man evolved from monkeys.
783,a24688863b0c4f5866922093ff57f736,0.894,NA,first,QR,false,First I would have to find an honest creationist who actually knew enough to debate.
316,41b326cb1c5b1cd329e0ce2958eabbf6,0.86675,0.0599687419,if,P1_P2,false,"if it is not evolution, then why do humans from high elevations have larger lungs?"
229,2f3fda310985d433c5b351b2d408927d,0.89325,0.0842511128,but,P1_P2,false,"But, of course, the origin of the sun or the planets are not matters of evolution."
796,a44c69d04f958cb117f69a219716c909,0.8975,0.1132798894,but,QR,true,But doesn't Genesis imply that creation occured in one 7-day period (though the days could be symbollic)?
559,7525a95e44f1422458d45afc7be401c1,0.88475,0.131421396,so,QR,false,So you are claiming that since birds fly and bumblebees fly that evolutionary biologists claim that birds evolved from bumblefbees?
319,41e0acafc0198c4cb209ef80c755d2fd,0.889,0.0862322445,if,QR,false,"If creationism offers no explanation then it is useless, nothing more than ""goddunit""."
592,7c197cd3b2b0c20f3b26c9599a069da3,0.86075,0.1031774362,so,P1_P2,false,"So slowly as Animal A is pushed back, animal A mutations that can have stronger legs and can go faster to aviod predators on the ground become more numroeus."
1203,f5604d92cbca3234d2ae270af47ba799,0.8873333333,0.1255441489,if,QR,true,"If you had a book by a creationist who claimed to compare evolution and Christianity, and spent almost the entire book searching scripture and ignoring evolution, would you come to the conclusion that he rejects evolution?"
1155,eb5809dbcb1c5e5e2be23fe248c62eca,0.8845,0.1633416665,but,QR,true,"But that definition gets confusing when several evolutionists here claim that creationism cannot be proven or disproven, while other evolutionists here (such as many in the thread that I linked above) claim that it is possible, or that it has been done."
792,a3e0e740147d08f267e5a516d5c316ed,0.87875,0.1222384964,if,QR,true,"If you read the article in Encarta, you'll see that Newtons ""Law"" is flawed, so your original statement, ""A law in science is an irrefutable fact and thereby the highest you can get."""
742,9af496032e854e06237a33c0918c40a6,0.8565,0.0955562661,first,QR,true,"First of all, if malaria was caused by a random mutation, why aren't thousands of people here in the U.S. walking around with sickle-cell who have not had prior contanct with malaria or inherited the disease?"
237,311344b61f37cc45f75dde44ad68ee30,0.8733333333,0.1265003294,no_connective,P1_P2,true,"Actually, a study of geology is often too great a challenge for a Creationist, because the scientific evidence completely refutes a literal interpretation of the biblical account."
172,211e90c900f1697acc272f05e42ba069,0.8433333333,0.1135796343,if,P1_P2,false,If you can grip a tree with a birds foot and climb it while your preadator can't would be a great advantage.
999,cb461b4f9725eaf5e4e6d4e0c5c9d55d,0.885,0.1220204901,but,QR,true,"But I don't ""believe"" in evolutionary biology ""by faith."""
397,5175263dc4c0ffb244622f55d2d3e6ca,0.9173333333,0.0205020324,first,P1_P2,true,"First I must apologize for not replying through Private Messages, I am still new to the 4Forum, and I am below the count of posted messages that allow me to send by PM, but this note is in reply to your private message.:) It is unfair that you have the impression that I have never listened to, or read articles by, anyone other than creationists when forming my opinion of evolution."
218,2d5d4e66b34d8f4b45fefdc6e5c54019,0.88125,0.0718441601,if,QR,false,"If you are asking if two species are further apart in their genetic makeup when they dont breed as compared to when they do breed under unusual circumstances and produce infertile offspring, then I would think that would be correct."
103,14b4ea0f44aa7aa085d8a8877e53e7e0,0.89225,0.1010523792,but,P1_P2,true,But if you count the number of mutations from microevolution over the period of time they occur and then apply that formular to over a large scale you do get the large differences in genetic code between organisms.
889,b91f08da72bb10fe4dacd1de86aac6f8,0.8633333333,0.0684129617,but,QR,false,"But that's what the argument started out as - Charchuk - One thing which Creationists seem to not understand is that evolution has absolutely nothing to do with how life, or the universe got started."
1030,d2be1b3be45ff201efd5e35ec3b08479,0.879,0.2035894562,no_connective,QR,false,"Science can aid one in an understanding of God, but a bible will never aid one in an understanding of science."
337,46805492bf3dffddeab4306f16f9c330,0.871,0.1259047259,so,QR,true,"Something being ""too much to buy"" is not evidence of creationism."
842,af7fb79210b634207abf9aa46cffc3d6,0.972,NA,no_connective,QR,true,Scientists measure entropy all the time.
240,31c137d9d8f27cd77869a6db5e7fe9c1,0.877,NA,but,QR,false,"But marine geologists Walter Pitman and William Ryan wrote in 1997 that the flood was sudden and took place about 7,150 years ago."
284,3b34e0bef998c2e2e8ac8caeef91f571,0.836,0.1206772555,if,P1_P2,false,"If you are talking about creationism, remember, creationism was totally disproven over 200 years ago so no, it should not be taught in a science class."
1177,eff7431cd042d5c9b934e89c70edc97a,0.86975,0.0821436749,if,QR,false,"If evolution is possible, then why don't we see any examples of it today?"
1038,d4d7479e7e138a8c4309938fd0686c96,0.8435,0.0940452019,first,QR,true,First of all intelligent design supporters do in fact question evolution - for instance they state that certain biological structures require that a designer have intervened - that such structures could not possibly have evolved.
536,6fc701eb0c37678fbdc4d326e10661dd,0.876,0.1347386359,so,QR,false,"So far, the Laws of Science appears to agree with the Bible and lean away from evolution."
702,938aa01fae3cc5adb9ebdc09deabc7ca,0.8676666667,0.0920995838,so,QR,false,"So, humans have not evolved from chimps, but both chimps and humans share a common ancestor."
512,6a8f0c1ec5d7b5c230f3648424e13e00,0.8683333333,0.0264070698,but,QR,true,But that is how creationism works - half truth.
794,a4042362259b18905be243e6ebd7e8ab,0.8663333333,0.0711430484,so,QR,true,"So you (presumably) think that the world is a mere six thousand years old, but fifty million years is a ""narrow variable""?"
1103,e1041fc5aaf0b4cac40eecdd10bbb54e,0.87425,0.0861640876,if,P1_P2,false,If the flood was contained to a single geographic area then it is entirely possible that Noah was able to build an ark large enough to contain all the animals within that area.
1131,e6080801a447232d91f543b493a58637,0.8895,0.1488992948,but,P1_P2,true,But evolution is simple science.
973,c5a6d5c1ab0caadd1a23c11f39644e62,0.849,0.2156687275,first,QR,false,"First, even if one of the tiny number of cells they took did, by some 10,000,000-1 chance, happen to already carry the mutation, all that would happen is that that culture would exhibit a massive survival rate later on, adding further weight to the evidence in support of Darwinism."
203,2af46a1f9630a70fcd7349bf8c56290d,0.8736666667,0.1680069443,no_connective,QR,true,"What I'm trying to establish is whether you're saying that all biological adaptation is (or must be) intelligently driven, or that all biological adaptation counts as intelligence."
1147,e97aef4accb714e7d54b8d1dd10b3be4,0.8555,0.1152584053,if,QR,false,"If creationists think something is too far fetched to consider, then you know it's really out there."
245,33506249af3a04c99ffbdd95fb0ec82a,0.8728,0.2080809938,no_connective,QR,false,It takes exactly as much faith to believe in evolution as it does to believe that flipping a switch on the wall will turn on the lights.
737,9a1059fdf3601f20d544269eb399b8de,0.8085,0.0134350288,no_connective,QR,true,Darwin's knowledge of cell complexity and bacterial flagellum were considerably less than what's known today.
1184,f14c68fb44bf77bbaaefef44b46c742f,0.873,0.0212132034,no_connective,QR,true,"Evolutionary thoery is the proper term for it, regardless of what side of the deabte you are on."
882,b7fc9e2c89722b1ccfa1feca217434a4,0.942,NA,if,P1_P2,false,"If that doesn't satisfy, then how about http://pespmc1.vub.ac.be/EVOMEMLI.html, or http://www.bigeye.com/scilife.htm which not only gives links to evolution and origins of life, but also origins of the universe!"
556,74e21fc31e2dd5f78daa298e3764962e,0.8886666667,0.1246488401,so,P1_P2,false,"sounds very much like the definition of acccept... accept:to recognize as true so I would say that evolutionists to ""believe"" in an idea for which there is no complete ""proof"" and therefore must have ""faith"" in a scientific sort of ""religion""."
568,7788aceb6f6a5db68e804b39b96d735e,0.8693333333,0.0542801376,no_connective,QR,false,"Evolution isn't about stupid, random changes, but organisms adapting to environments via genetic variations."
246,3368cad91e9765da09e692c9a1fed950,0.8684,0.1401902279,but,QR,true,But you can't get into creationism without explaining religion: creationism was / is created by religion.
260,362bee015f812643fed9005578bdca30,0.849,NA,but,QR,true,But this is a Creation v. Evolution board.
108,15a4e293c36aa5509e7393c858086c45,0.88325,0.142752408,no_connective,QR,true,In its broadest sense Creationist simply means believing that a deity created the universe.
1003,cbb82dfe5446229252b2e9555c37ff86,0.8465,0.0940452019,so,QR,true,Social selection has no logical basis other than that the claimant says he is better or more deserving.
772,9fb2dd53ef5aabc678d99e9f6f97a062,0.813,NA,first,QR,true,"First you say science isn't materialistic, now you're saying you don't know what materialistic constructs are?"
967,c508ab0c5d7e5660de027f128ace6425,0.801,0.0310483494,if,QR,true,"If science has a major impact in politics, (as I can and have proved, the BSCS being one) and if God has a major impact in politics as you acknowledge, and if those who represent science conflict with God, THEN GOD IS NOT IRRELEVENT TO SCIENCE."
1096,e01f1625690374da8925313fe8a76211,0.8183333333,0.1678521175,so,QR,true,Sometimes evolution can be rapid.
266,379b66297da943de6422ea32bf42c4a4,0.829,0.0387427413,if,QR,true,"If they are transitional fossils, they are genetic deformities from their ancestors."
387,4f92caba16dddc77118572db172e7dcf,0.86275,0.2421093073,no_connective,P1_P2,false,"Progressive Creationism: Accept the science of the big bang and the age of the earth, but not science of biology."
1225,f967d26fac893f93361a00d3c1a94c17,0.868,0.1174932622,but,QR,false,"But creationists insist that because the observations of science are not in agreement with their faith in the supernatural, they believe that science is an attack on faith."
1134,e67aefbeb26374b84a73f93993a74922,0.781,0.1014741346,so,P1_P2,false,"So Monty's statement, ""Much of evolutionary theory is couched in the values of materialism,"" is absolutely false."
410,53149da38b359717a91bac25391188c3,0.853,0.1182624201,no_connective,QR,true,** Just because a red blood cell lacks a nucleus does not mean that it has no over-riding control over its own internal functions.
80,0f8ce64591625110d3e3c68f16b5f706,0.83825,0.1183113829,no_connective,QR,false,"The theory of ralativity has not been proven, there is still room for debate on it, so it is a theory."
1064,da853fd9713b04436844cf80e3859198,0.8606666667,0.1026466431,first,P1_P2,true,"First, for me evolution is an obvious and elegant natural process, a scientific fact."
354,4941ebefd171a8eed836093f1c736298,0.8594,0.1156300134,if,P1_P2,true,If we all evolved and mutated then why didn't we evolve into a human being that can withstand disease etc??
89,1173772b75b8928da2613fd10b581ee0,0.8886666667,0.1547169459,so,QR,false,"Some aspects of evolution are inherently value-ridden, and this has been the case since The Theory of Evolution first stained the world."
4,013b642440aae8bd6fb25cd7ed914cc4,0.858,0.1477633243,if,QR,false,"If you need other observed facts of evolution, I can provide them."
31,05d641ba11da5a0813903472a9569f83,0.84575,0.1774154728,first,QR,true,"First, your premises that atheism is a religion and that atheism is directly related to a belief in the theory of evolution are not founded in any fact."
1022,d00bae28b0a3f84d4753b1e02436f332,0.807,NA,if,QR,false,If it's small - well it evolved small to survive.
876,b6c0cd68013965e91e65dc77e7c07103,0.85725,0.1442206065,if,P1_P2,true,"If Literal Creationism is indeed true, why do we not find strata with species from all eras mixed together?"
102,149e2540a8775a11e6eae38c7d1d7d48,0.8406666667,0.1275983281,if,QR,false,"If you look at the world and the history of the world the is evident in the geologic strata, then you can see that the earth is very old, and you can see a succession of organisms through time."
636,83ce20b9bb722d4a1aeffb5ce6ed2457,0.8945,0.1491995308,if,QR,false,"If Noah had taken only one pair of each and then offered each of these pairs in sacrifice, these species would have become completely extinct."
788,a30b02593216ef0f9aa8ff70f939ca66,0.849,0.1163486141,if,QR,false,"If a portion of a paticular species gets isolated and evoves into a new species, what makes you think that the parent species has to die?"
948,c2ffecaec419aebfb261475a54712268,0.8562,0.1110842023,but,P1_P2,false,"But the scientific method can only look at the natural world, creation, as defined by fundamental creationists, was supernatural, and therefore can not be examined by science."
1234,faff26251a1f1724ed7f31ac210adf47,0.856,0.0466690476,if,P1_P2,true,"If sport can find us an individual that evolved into a brand new species, the Nobel prize will be his."
220,2da1281b70ee70ea1d48bd70e18e36ba,0.935,0.0667757441,if,QR,true,"if you take what genesis says at face value, then it is quite clear that each ""day"" is just as long as a regular day in our time (i.e., from sunset to following sunset, 24 hours)."
714,95aaa7ddee07ab70ce041e81c883647a,0.8555,0.0035355339,but,QR,true,But natural selection is a hypothetical mechanism that happens to have strong empirical support in many cases.
647,88a24e3a58689843a4483f73e0aa7ff8,0.933,NA,if,QR,true,"If you don't want to argue, don't come to a debate forum, simple as that emoticonXRolleyes And maybe once you show some scientific evidence that those organisms were created, maybe it will be taught in schools."
949,c3303b82d83d314ba3b047f64859275f,0.87625,0.0555360243,but,P1_P2,false,"But in the end, even if speciation does occur (and by the way, the jury is still out on the final definition of specie) in nature or under the guided control of the laboratory, you can take heart in this: the fruit flies only begat more fruit flies and the finches, more finches."
493,656ed4fcd657ad83a094293c61d7270f,1,0,no_connective,P1_P2,true,I see absolutely no reason why evolution should not be taught as a theory in schools.
774,9fd4515f63189adcaa32979d21882f8f,0.8543333333,0.1576208531,no_connective,QR,false,ID'ers are Creationists with a cool new name.
717,963c69c7ae1b4b989e2d97ad853fc979,0.8528,0.0701227495,but,QR,true,"yes, but the big bang theory is still not ready for school curriculum because its constantly being ammended."
1079,dcecf71dbfa778055462bc4560c8add6,0.8353333333,0.1478422583,but,QR,true,"Sorry, but scientists have conducted actual experiments on microbes, plants and animals, moving them from one environment to another, and observed adaptive changes in respose to the altered environment."
1005,cc2337f219c04c3c0eb1cc174fc20421,0.81425,0.0658097004,if,QR,false,"If we give the Gouldian argument the benefit of the doubt, and exclude invertebrates (in which there are literally scores of gradualistic changes over time), and restrict our argument solely to the vertebrates, we can isolate a host of studies which have utterly failed to corroborate Gould's ideas."
689,908aa11bb7ff62c1ee1c22965c6ab8bc,0.84375,0.0697441754,so,P1_P2,true,"So they're saying that if some all-powerful being just created you out of nothing then you're not worthless, yet if your ancestors started out as amoeba and evolved their way up for millions and millions of years then you are worthless?"
706,9461480651c055378961fa61b3c603dc,0.83725,0.1533131327,so,QR,false,"So tell me this, if we should be finding all kinds of fossils as you claim, why is there no trace in the fossil record of the passage of animals away from the ark to the areas where they are now found?"
608,7e0eb305c404fe8ac81b07c50b3cae19,0.834,0.1281054253,no_connective,QR,false,"It would appear that creationists really think that one can get away with making baseless assertian -- that it is unnecessary to present evidence because the evidence can fit any theory, so all theories are equally justified scientifically!"
1126,e58e9e67b1dbeb05cda4d929cef30083,0.8626666667,0.1350604803,no_connective,QR,false,"How does requiring things in science class to be ""testable theories [and hypothesis] which have been thoroughly observed, identified, described, experimentally investigated and remain unrefuted"" dumb down science?"
1121,e50e5271001c23d03a0d700e6bb5b094,0.8496666667,0.1385869162,if,QR,false,"If you are agreeing that evolution has occured and that the evidence is there, at what point do you believe the evolutionary process broke down?"
369,4c82f7772c56f1034f71f44ff2438538,0.84925,0.0719322598,but,P1_P2,false,"But, at last, careful researchers were beginning to openly scoff at evolutionary theory in professional journals."
1082,dd54e0f785f6f72657e824e6aa81b332,0.8485,0.1448159752,first,QR,false,"first of all, evolution is far from constant and gradual."
289,3c955dc318e28108084e5b63ba4257ee,0.8305,0.0795843368,no_connective,QR,false,"Snipping the rest Archie, could you please explain to us why fossil remnants of a creature which shows traits of both a land mammal and whale, found on the shore of an ancient shallow sea, with no deep diving adaptations, could NOT possibly be ancestral to cetaceans?"
764,9ec05bced244e749ab9b6a9769a3d67e,0.9203333333,0.1045099676,but,QR,true,But it should be the job of science to establish a clear line between just where established fact stops and philosophy starts.
1067,daf99b19c2aad34e319fef40dad83bb0,0.899,0.0410121933,so,QR,true,"So much about complexity on earth has been discovered since Darwin, yet comparatively little more complexity has been discovered in all the dead rock planets all around us."
1098,e028d36053ad405e4ec7c0414da10ab5,0.8445,0.1308147545,but,P1_P2,false,"But the excavations brought to light a rich fossil fauna."""
249,33d65479acc2fb76e06261ed9d094204,0.84425,0.1160384275,if,QR,false,"If you have missed the moral element of man in Darwin's theories, then we really have nowhere to go with this."
547,71d0c65c49af18716f0d0a6454863de5,0.84425,0.1353178357,no_connective,P1_P2,false,They have found thousands of year old fossils containing species that are alive today that show no evolutionary change with time.
1141,e7866d222ca818cca2878fab28c75006,0.7923333333,0.0973156377,no_connective,QR,false,"Opponents of ID get so hung up because IDers use ""God"" that they stop looking at what ID really says and how science applies."
597,7c8eda03f7f786159c4c01b12cdda72f,0.815,0.056903427,so,QR,false,Some species are in the process of forming while others are recently formed and still difficult to interpret.
15,02f7388380ac0b0898ff6ced392b2c50,0.80375,0.2430149172,but,QR,true,But the t gene comes from mutation not selection.
