,ItemId,GoodSliderMean,GoodSliderDev,Connective.x,PairType.x,ResponseInitial.x,Phrase.x
63,0a420f2df700b3b3b4161a4879f4de0a,0.9038571429,0.0909311618,if,QR,false,"If the sexual exploits of Dennis Rodman and the Gene Simmonds do not keep us from barring committed heterosexuals to marry, why should the acts of promiscious gays bar marriage to committed homosexuals?"
624,62f3410417a50a45b97040b154cb1a58,0.9031428571,0.076762466,so,QR,true,"So if a drug addict, or an alcoholic stands up and says, ""God made me this way"", should we accept that fact, and give them drugs or alcohol."
1279,c901b137812c2216757342748ab4f97c,0.8875,0.1100257546,first,QR,false,"First you attack same-sex relationships, and then when people respond to those attacks, you claim that they are not reading your posts and that you never said gay people shouldn't be allowed to marry."
1381,dc6b482bc94605798651d233f31857fa,0.888,0.1337968609,but,P1_P2,false,"but neway, i think that gays should be allowed to be married."
964,987a8ac3fc6f4bd35a3f631f1654f6cd,0.8866666667,0.1206841608,so,P1_P2,false,So denying same sex marriages is not unconstitutional.
819,82962ad6e6e3888510d2836fa44eb798,0.8616,0.089862673,no_connective,P1_P2,false,"now, while i myself do not advocate gay marrage, i do not believe that it is fundamentally wrong."
375,3bd48cd63f50eab9ef3ed7aa382db240,0.8821666667,0.1037080839,no_connective,P1_P2,false,"I believe no matter sex, skincolor and what sex you're into, shouldn't keep you from living just like anybody else."
366,3a1436dca20a3aa36c6c48e22422c82a,0.8818333333,0.1029279683,if,QR,false,If we allow discrimination according to religion then it will be harmful to minority religions.
1216,be4ad741cbf41f854924d18d77833c0f,0.8808571429,0.0884899779,first,P1_P2,true,"First of all, homosexuality and bestiality are in no way similar, and therefore are not comparable to each other."
1604,fd6db62919a5a59d2cb256c1f5502609,0.9124,0.1547039107,so,QR,true,"So, all those studies that show that same-sex couples are just as good at parenting (through artificial insemination, surrogate motherhood, adoption) as straight couples are all false?"
274,2c33b9e03683a64d1aa0ff68dbf5f330,0.9106,0.1391287174,but,QR,true,"But if an employer were morally opposed to hiring gay people and the law says that he has to, this is an unfunded mandate!"
344,374b671eb4407a42543b21297932acc4,0.908,0.0664479746,no_connective,QR,false,"Nothing could be further from the truth, and once again I find you blatant inclinations of pedophilia and their sick promoters to be compared or aligned with those of the gay community You do not have to accept anything of gay people."
838,84ca5e1ffda0afbeccc0d7acfaf1a0d9,0.878,0.0814321804,if,QR,false,"If you are talking about being attracted to the same sex or a relation, then it is not a choice."
1265,c6acf74f9d1685d9b43b3c4147d97abd,0.86525,0.0424214961,if,P1_P2,false,"If we added an amendment to the constitution allowing gays to be married, would that mean that heterosexual marriages would become illegal since they would not specifically be constitutionally protected?"
239,27425abf7030998a170f6e425c4a439c,0.8771666667,0.1304613608,first,P1_P2,true,"First off you haven't answered my question and secondly allowing same sex marriage would bring equality closer, I don't see how allowing two people who love each other would change the meaning of the word marriage, according to nearly everyone I've spoken to the meaning of marriage is the union of two people who love each other."
393,4014c9df96bbd97c82a448bd02cf6775,0.86425,0.0892986562,no_connective,P1_P2,true,A righteous and Holy God sees no difference in either lifestyle.
916,91917ac918271554d303e8ba46095371,0.8748571429,0.1404877558,if,QR,false,If we dont' want to accept homosexuality we don't have to accept it.
45,078b647c3ffd21c5907498f178f3fa2f,0.8236,0.1496472519,but,P1_P2,false,But saying they should have marriage is taking a sacred religious bond and making it simply a union between two people who want to have sex.
1149,b2bbecd36e9514203eafbe9c7916e37f,0.8734,0.0735479435,first,QR,false,"First off, gay men can adopt as well as donate sperm that can be used to make more children, and gay women can go through AI to have kids."
1352,d6491084f3867a7a87ea9aebb631066c,0.8733333333,0.0952757402,no_connective,QR,false,"There is nothing wrong with wanting to be included in marriage, but it is not a right."
756,791d197a932d81680c4ef4a2950f300b,0.822,0.1004912932,first,QR,true,"First off, the minorty rights which are being run over are the rights of gays/lesbians to form lasting relationships and to have them recognized."
837,84c62575f0a0bbd4e4bba7c9d81ed8a8,0.868,0.0805315673,no_connective,QR,true,Heterosexuals and homosexuals are treated equally.
1403,df4dcb43555226f62a320069ca92cf64,0.8673333333,0.1030372101,first,QR,false,"First, legalizing same-sex marriage increases equality."
783,7cfc251eee5343569092529be206ddec,0.866,0.1125077775,if,P1_P2,true,"If marriage is just a word, why would heterosexuals care if homosexuals can marry or not?"
841,85a42f9b1efd47c0ce9cc372873f554e,0.844,0.1044203045,so,QR,false,"So, you see, businesses will be forced to subsidize these gay marriages whether or not they agree with the practice or they'll get hauled into court by gays screaming ""discrimination""."
30,05677153b1b99f4c935af0baaf2c61b9,0.8654285714,0.1266449856,if,QR,true,"If there's no gay marriage, me and my brood wouldn't have reason to instill any hate in your son's school, if he wouldn't get in anyone's face about his sexual beliefs."
155,1a4fc8dbd5202fbf27f6e0fb7ac2349f,0.8695,0.150869701,no_connective,QR,false,"In the case of Loving v. Virginia, the Commonwealth of Virginia argued that their law prohibiting inter-racial marriages did provide equal protection, because it treated everyone equally in denying people the right to marry someone of a different race."
255,28d0995d0b2cbe2c6415d6caddac8323,0.8565,0.1546502506,if,P1_P2,false,"If two people want to unite with no intentions on having children, they should have civil unions, not marriage."
891,8e2e092c16b4873e6730cb833c7417da,0.8632,0.1363312143,first,QR,true,First off worldwide Christians are the most tolerant.
856,879587c0a4351b2e8b3af40d4fa05325,0.8588333333,0.1621818938,so,QR,false,so what they have desires for a person of the same sex...they are still people.
1242,c1e7321e75fb8856ccbea039ae54c30d,0.8585714286,0.1283729685,but,QR,true,"But as we have seen, supporting same-sex marriage saves money."
402,41b89773fa42e12c309a1347ed541085,0.8296,0.1131185219,no_connective,QR,false,"Let's review the Biblical evidence against engaging in illicit gay sex sin so you can do your best to sweep them under the rug again: Leviticus 18:22 - ""Do not lie with a man as one lies with a woman; that is detestable."""
616,61d617395686ba57cb370871e7937da0,0.8985,0.0913983953,no_connective,QR,true,Pointing to anachronisms in the law does not invalidate the general principle that U.S. law views men and women as equals.
1389,ddeb24890a1c1ff5bdb2f59b7cb896ee,0.8733333333,0.1265319459,if,QR,false,"If you don't believe in gay marriage, do yourself a favor and understand them."
383,3dbb52541406ccac175ab840a6383e11,0.8563333333,0.1245899942,if,QR,true,"If I'm not mistaken, California voters rejected gay marriage about a year ago."
440,46eb7bbdeba9a1a68eaa9ceceee9dc99,0.856,NA,no_connective,P1_P2,true,"Apparently, listing oneself as a playwright, putting ""LA"" in one's handle, and revealing on more than one occasion that one has a son don't count as ""personal details"" when you're trying to distract people from noticing the obvious."
1367,da79eda85c7b6aca07f6d870edcdd360,0.8864,0.1243635799,but,QR,false,"But changing marriage into an institution in which homosexual couples are a part, is completely at variance with traditional morality."
630,63e9bf022799b984a1b9938ac9f36bd6,0.854,0.0742608017,but,QR,false,"but dont go accusing people of discrimination when the gays are deliberately going against the law, and feeling the consequences"
642,65bb91abe2402a866b232f9ddded4d8a,0.8521666667,0.1515010451,first,P1_P2,false,First of all marriage is not a right.
1418,e21f52606fbeb0b661d19b2366393a1c,0.8504285714,0.1303173781,but,QR,true,"But you have not given one shred of any link at all between gay marriage and an increase in the spread of HIV, yet you bring it up as an argument against gay marriage."
310,31050020a44f5053244bb76cdd8ce040,0.8503333333,0.1793127621,no_connective,QR,true,Homosexuals are not an oppressed group in the same sense of black people and native americans.
1078,a802f145e4aad31855fb14ca9f60f961,0.839,0.133461605,if,P1_P2,false,"If people want to have a same sex relationship, more power to them."
990,9bcc438b34fbce539e8a95bbb0882a1c,0.8495,0.1840008152,if,P1_P2,false,If a church is not willing to give a marriage between two gays that is strictly left up to the church.
1229,c0d854ca8ebf19818cbaccc043ca2fc4,0.8435,0.1259034021,so,QR,true,"So then, IN THEORY, a married gay couple would constitute a family by your definition."
836,84b8cfdd78812306f58e39895189edb8,0.846,0.2239583295,first,QR,false,"First of all, there is absolutely no reason to suggest that same-sex parents would make worse parents than opposite-sex parents."
1370,db089f4cbce9def75c9bb8d59c9e311f,0.846,0.1349975308,if,QR,false,"If they are not going to be given the same rights as the rest of us, why should they have to pay the same amount of taxes to our government and recieve less in return?"
1392,de410a4254042d7220b88ca035110ec6,0.8458571429,0.0901931789,but,P1_P2,false,But gays can't be forbidden from entering into a legal state of contract just because some church's dislike the thought of it.
1165,b5e45ccc140c875d58f28e81faafe2f3,0.7824,0.3423336092,no_connective,P1_P2,true,marry: join as husband and wife Webster's American English Dictionary 2006 It's not husband and husband or wife and wife!
524,5502ff4bf6d997d222f765157d399ede,0.8444285714,0.1465854212,if,P1_P2,false,If you don't believe in God well then I suppose you should understand the concepts of having a baby don't include 2 people of the same sex.They just weren't made that way!
927,936a0bdc4d2d0162b40fec962f39ef8e,0.8442857143,0.1385528952,so,QR,true,"So, if having children isn't a requirement fro marriage, then gays should be OK, right?"
798,7ea77a60c5b07010ed3db9655c8ff496,0.843,0.1874299869,but,P1_P2,false,But the goverment should not get involved.
492,4fce42df1a67452127579a76db10356a,0.8426666667,0.1078548407,but,QR,true,"But again, the cost is worth it, just as it is with straight couples, as it will benefit gay couples in the same ways."
727,74d3d5a97851e64e861415a8b88b7990,0.8415714286,0.1213711349,so,P1_P2,false,"So, back to my point, If two people are totally commited and happy with each other then I truly believe that they should be allowed to not just marry but to share pensions, be next of kins etc etc."
520,53d7ac5aa17c9537404fbf7ad51e5699,0.74775,0.141554171,but,QR,true,"Sorry, but my marriage is so much more than a ""legal"" agreement."
1452,e8208648cb6c6a50bcc8519ea74dcc48,0.9231666667,0.113134286,no_connective,QR,false,I want equality one way or the other either equal marriage is accepted for all or marriage is done away with all together for everyone.
1236,c18bc27d6d3a81a1c6b04d6dc98ce0d6,0.8483333333,0.1542759433,but,QR,true,But you forget that The 1996 Defense of Marriage Act specifically says that marriage is a union between man and woman and that any state may refuse to recognize any other state's gay marriage statute.
1441,e67fad7480e9725b3e5d5b909bb5fdb5,0.8706,0.168574316,but,QR,true,But same-sex marriage doesn't cause disease transfer; gay people will have sex whether they have marriage or not.
659,68d6ee0ceb331ab006c284003d42d1c3,0.86125,0.1111316787,so,QR,true,So in Michigan people care that my spouse-to-be is the same sex as I am because it's illegal to give a marriage license to same sex couples in Michigan?
800,7f5eaae68afbf827c9b351653df5ad9f,0.8391428571,0.1448866552,if,QR,true,"If that is the case, why not give all couples, homosexual or heterosexual, ""civil unions"" in the eyes of the government, and let the churches call it ""marriage?"""
510,520bbe66f8803fb07699b1e7920f6351,0.8387142857,0.095015287,but,QR,true,But if the desires are resonable and not going to harm people isn't that a compelling argument for granting new rights?
1528,f1a100342bd5dbce970137cab4d65f53,0.8108333333,0.0907334925,if,P1_P2,false,"If all the men in the world only went out with men and married men only and all the women in the world only went out with women and married women, the population of Americans would fall, and within 3 generations with the entire US gay, there would be no one in the US."
297,2f39d4170aa3889a7989e0d6a38125d8,0.7296666667,0.1656572767,no_connective,QR,true,"Wow, I wonder if this is what they said to women who wanted to vote, or blacks who wanted a better education at the white only schools, is this what they said to inter-racials couples who wanted to marry?"
53,0967ff0c6ebcf926105ee785b987acf0,0.8096666667,0.0550115139,so,P1_P2,false,"So if gays were given the same union, but with a different name, why is that so horrible?"
814,81b31d5e0e8db15368495c677f483cbd,0.808,0.1046957497,no_connective,QR,false,"By attempting to force gay marriage on the public, you are trying to force us to support your lifestyle and that isn't going to happen."
1567,f777730164e66164026472162e469e3a,0.8712,0.0758069918,but,P1_P2,false,"But the absolute necessity of having a society where people are making free, rational decisions (which indeed is what the Harms principle is about) means that in this rare instance, an action can be banned that will likely lead to future ills."
389,3f655a7ab660e895ec0fa0e64f6fd13a,0.8456666667,0.1789521351,if,QR,false,"If everyone was homosexual, the population would die off."
15,0292ce2301118fb21c897893575a799a,0.8344285714,0.1482912193,if,P1_P2,false,"If we allow such thigs as gay marriage, other things will follow."
1112,ae12f23b8df59689fd8a90ed97ca417d,0.8598333333,0.1323547002,if,QR,false,If two men or two women are in love with eachother and they want to get married it is totaly up to them.
1374,db8313be60324fa4b66725e7dd0243bf,0.8331428571,0.1558091018,but,P1_P2,true,"But if it wasn't sex only in reproduction- this means not even between married couples except for the specific purpose of haing children, then would you have no problem with gay marriage?"
1186,b97697246325b801459785c58a8eac61,0.818,0.1541492783,no_connective,QR,true,This coming from the guy who would probably eat dog doo if Bush said it was the American way.
697,71032947152f3571c89f0e06d6de615c,0.8321666667,0.1723582509,i agree that,P1_P2,true,I agree that gay rights should not be a debate.
957,97084e0e1fe5f8a39eebbe7bc84900c3,0.832,NA,first,P1_P2,false,"First, I don't apologize for my opinions."
551,581336edbbe9504c8da6227b41e7e627,0.72,0.1484553805,no_connective,QR,true,"completely agree here, people are arguing for the sanctity of marriage as people go to Vegas and get married for less than 24 hours."
653,676906fa5bed6576a3c7be5b950686c0,0.8307142857,0.1128194934,first,QR,false,"First, I should point out what has already been mentioned: that it is possible society would be paying less money in taxes if same-sex marriage is passed."
980,9a572b32eadf24b96ad3f1ddcf8bcb27,0.8302857143,0.1051724208,if,QR,true,"If for no other reason than to stop AIDS transmission, which we know is spread greatly throughout the gay community, don't you think that we should attack the problem with as much vigor as we do cigarettes?"
852,871ae3dd84ebc448c6fd2da46df1abe3,0.829,0.1426674455,so,QR,true,"so when ""common law"" marriage is covered by some insurance, why should same sex couples be cut out?"
726,74c27148d63c26146573f02557ec5119,0.8626666667,0.1261322058,but,QR,true,"But these people harm society by acting out on their 'deviant' behaviour, hence it is necessary for society to restrict them for it's own defence."
1221,bfb9d851ab2fb6a1abdddcbaa105b1f8,0.8266666667,0.1694953293,i agree that,QR,true,"I agree that marriage would be good for homsexuals, and I agree that homosexuality will always be a part of society."
1419,e27b49d17b2035b23adee3c055926143,0.8302,0.136534611,no_connective,QR,true,"Oh I plan on it, one of the frist things on my agenda is to try and get legislation passed that stops religious groups or any group with a religious statement or mission from proposing, or promoting any legislation, candidate, or ballot initiative that would restrict the civil rights of other citizens."
1226,c0352f37268d334f4048f533f77c4581,0.8258571429,0.2875067701,no_connective,P1_P2,false,This shows that being homosexual/straight is not the choice of the person but simply the way they were born.
1244,c2292a52fb8e02131597ba8ab5205e5b,0.8065,0.1647419194,i agree that,P1_P2,true,I agree that comparing gay marriage to pedophilia is probably over the top.
541,56af80cacf42d23c1992f02910d2c0bf,0.8315,0.1675599395,so,QR,true,So what is the problem with allowing same gender unions these same benifits?
1002,9cce3f865eb1adffa731c33f4a36fd6e,0.825,0.0731277421,no_connective,P1_P2,true,Why would someone whose religious convictions are SOooo high that they would supposedly quit their job and risk their kids starving (to use Jyoshu's hyperbole) rather than sign a gay marriage certificate... ... work for an organization whose daily tasks include that in the first place?
571,5b1b2166e42f28aa6ce160caa609331c,0.8403333333,0.1423610434,no_connective,QR,false,ALL the polls from the last vote to this one show the support of gay marriage GOING DOWN.
735,75a1a9ed02b28589ddb62285f3f3b271,0.818,NA,no_connective,QR,false,"Take it to the ""Religion"" forum."
1237,c195513f7ceeb00e25e4d30c28f0ddcb,0.86275,0.0936033297,first,QR,true,Firstly I am not even going to put slavery on the same level as gay marriage.
1579,f98159adf9d428cab9512e609419c54c,0.9646666667,0.0611991285,no_connective,QR,false,"Delaware Statutes title 13, section 101 (a) & (d) (a) A marriage is prohibited and void between a person and his or her ancestor, descendant, brother, sister, uncle, aunt, niece, nephew, first cousin or between persons of the same gender."
1362,d99622b147f5c95a99baf0dfb1fd78f6,0.8304,0.095117296,but,QR,true,"But if the state refuses to recognise their right to commit to each other in a legal union, then they are being denied at least one right which is available to everyone else."
1309,cd902f4d96da75c967a6efb54bfb174f,0.8286666667,0.0644101441,if,QR,false,"If gay marriage is ever made legal, there will be second cousins who are gay that sooner or later will want the right to marry, just as there have been second cousins who are heterosexuals who have, unfortunately, been given the right to marry."
748,77d9d4556099e544e69b8a03627df499,0.8668,0.0781613715,but,P1_P2,false,"But, all people should be quaranteed equal rights to form a union."
1065,a694b74340cfd885787f24263c97e83e,0.8316666667,0.0855749184,no_connective,QR,false,There is no proof that your particular God designed this concept of marriage for all of society to be between a man and a woman.
1481,eb8f151805ccc9604d4b0140cbe7cb4f,0.8495,0.0712858097,if,QR,false,"If these teens were treated, or just spoken the truth, I guarantee suicide rates will decrease."
696,70fbc949a958038dfb2fed457350eb38,0.8117142857,0.1144912141,so,QR,true,"So then why does the State establish laws about and interfere with marriage, as it is practiced by religions?"
1042,a3265766a9288e5f4a621e399c9e6247,0.8075,0.1710564234,so,QR,true,So therefore gays should be allow to marry.
1484,ec196d598ce409a236181395159792a3,0.8218,0.1290007752,no_connective,QR,false,"Not that I think you are lying to me, but rather I think you may not realize that in fact so many gay lobbyists do seek to change our culture to make gay marriage more palatable."
724,744a4524d236044f3740cd2c5bf26980,0.8321666667,0.1422102903,so,P1_P2,false,"So, proponents of polygamy can make the same exact argument as homosexuals, which is their view of marrige is discriminated against, and the way the Mass. judges interpreted the constitution, polygamy would be legal."
1129,b001939dc74249eeb4e02042dbdd126d,0.81,0.1226933848,first,QR,false,"First, violence against gays is more common than violence against heterosexuals."
118,14e26cf2a643b3c6770a6db1295e9933,0.809,NA,so,QR,true,So I see we're back on the semantics argument again.
1493,ed539c29fca0b42559173971bfae5998,0.80675,0.1921776522,first,P1_P2,true,"Firstly, I am totally for gay marriage."
1552,f5bdc6de8203e1feb95c38d2a183fd2d,0.8055714286,0.0684394066,if,QR,true,"If the bulk of gay rights people at the time had put their foot down early on regarding the pederasty issues among 'the faithful', this wouldn't be a skeleton in the closet today for your movement."
1345,d43cda89a3f0b968c5613a470811d028,0.7926666667,0.0698102189,if,QR,true,"If marriage is a ""church"" institution, then it is unconstitutional."
1373,db741b0f35576e331b5e113fa7d42a1c,0.8093333333,0.1100757315,if,QR,true,"If someone wants more than one wife or one husband and all parties agree, why do you care so much that they dont have that freedom?"
1142,b2084eb036c50b0e6991c4abc343ea90,0.7746666667,0.163524514,if,QR,true,"If you had followed the original thread, you would have seen that I acknowledged that straights currently have all those benefits that you mention above because society sees the promotion of heterosexual marriage as a benefit to society on a whole."
960,97e17f09752a36b863f8fad7f4854380,0.871,NA,no_connective,QR,false,"I of course would choose death to submission but you I'm sure will cling to life, even if it must be lived in bondage and oppression to heartless thugs who murder infidels for pleasure."
540,56ad200dfedfee80d5f2ef365032194f,0.826,0.1588949338,but,QR,false,But I dont think the government should be telling people what to do with their bodies as long as they are not hurting others.
1273,c7bc3e536b08dcdaf71b908f3467890c,0.8338,0.1705277104,if,QR,true,If you wouldn't be happy wiht someone don't marry them.
1409,e0bce6d4ae5cf88330efc41052ed1be3,0.8515,0.0765702292,i agree that,QR,true,"I agree that it would be nice if laws reflected moral facts, but unfortunately people disagree on what moral facts there are and whether religion is any basis for moral opinions."
379,3cd4841c935b54d489e5a1928c446115,0.8017142857,0.1415823839,no_connective,P1_P2,false,The vast majority of homosexuals do not have any abuse in their background.
565,59e82e28f3dc90e5bb6ab52ee997e846,0.8017142857,0.1335311628,but,P1_P2,false,"BUT you would think in this day and age that our country would see that while we do have the right to dislike a group of people, that doesn't mean that there should be laws prohibiting this group from doing something."
1454,e85a58ceeb266dfa6bbfe04d46e1e6b6,0.8004285714,0.1084264069,but,QR,false,"But, just consider the fact that we may be on the verge of giving fully equal privileges to homosexuals for the first time in history."
107,138e4bc5cef29434cd80dcdbd6ff8569,0.8002857143,0.1419679709,no_connective,QR,true,"In the current state of affairs, unmarried homosexual people can marry the same people that unmarried heterosexual people can and obtain the same benefits."
93,119d16a65f1d6769e02d10eb36302d9e,0.805,0.0713909425,if,P1_P2,false,"if someone is born with a gender abnormalty, I really cant tell you the rules about that homosexuality is all about being sexually attracted to people of same gender."
1184,b8fe5b753aabc8b626fbd3b2c95e9f10,0.7991666667,0.2388157588,first,QR,false,"First of all, being homosexual has abso-f'n-lutely nothing to do with beastiality."
1506,ef588a5d8d3c203d795d924bc56dee74,0.823,0.2047596152,first,P1_P2,false,"First of all, he provides no warrented offense as to why gays shouldn't be allowed to marry."
904,8f3f4626307f0710156ad7e5b7c846fa,0.7985714286,0.1249771408,if,QR,true,"If civil unions are so great, why don't straight people give up their right to marriage for civil unions?"
1171,b694991cc9997de158220c716b358813,0.8093333333,0.0762224814,if,QR,true,"If it walks like a marriage, talks like a marriage, and looks like a marriage, why call it something else?"
1466,ea1a8141c6f458af4e2b0025919217fd,0.8055,0.1576778361,if,QR,false,If we allow homosexuality to be given governmental recognition then it would open the doors for other behaviors to need to be recognized.
331,34d2c4d514a9d20d8b537a4a708718f4,0.795,0.1225003401,so,QR,true,"So, then 2 gays people living together in VA shouldn't expect healthcare, since a couple who isn't married doesn't get it."
845,862ce90cd2b578046b0a15a6fd37b1ba,0.7558888889,0.1391433114,first,QR,false,"First, official recognition that gay couples are just as good as straight couples will provide social and psychological benefits that can't be gained via a trip to the lawyer."
245,2810620af8c0d0a2eb8857cb92c3e5c9,0.7941428571,0.145603833,first,P1_P2,true,"First of all, separation of church and state means that the government actually can't make Christianity or and other religion marry two people of any gender."
1350,d6193d3c4230eddbc48a6d3771b2d4bc,0.7931428571,0.1389093572,no_connective,QR,false,All of these so called marriage ammendments cut off a segment of the population from being able to go to court and prove their rigths under the 14th ammendment are being violated by not allowing gay marriage.
686,6ec9af89213ee1843a0f2455439609da,0.8086666667,0.1058426505,if,QR,false,If we want to talk about the world the over 90% of the world doesn't recognize homosexuality.
467,4b5da49336aa4468f7cf4e1045ab60b3,0.7578,0.1083406664,so,QR,false,"So you like gays, but just don't think they should be treated equally and be allowed to choose the lifestyle you want- some friend you are."
1039,a2dd699e24848562f2ebcfb8afa42468,0.79,0.1068007491,so,P1_P2,false,"So if the one study is correct that the average gay relationship lasts say 2 years, then we can validly conclude that while heteros currently have their share of problems, they are, on average, much more stable than homosexual relationships."
238,2733b20ae285cd668ae186fd8a88f2a3,0.934,0.0772916554,first,QR,true,"First off, gay marriages are not perverse unions."
828,8336ddd65cc45313ff465a3b3b507a2a,0.7531666667,0.1094009445,if,QR,false,"If I see a tradition that many people have held for a long time, I think people aren't stupid and there's probably something to be said for it."
869,8a00776eba15f8040b1f170a5d3d45d4,0.7883333333,0.1334446202,first,P1_P2,false,"First Amendment: Congress shall make no law respecting an establishment of religion... George Washington George Washington to Tench Tilghman, (March 24, 1784): ""I am a good deal in want of a House Joiner and Bricklayer, (who really understand their profession) and you would do me a favor by purchasing one of each, for me."
1228,c0cce8622c518447e28aee418e9b14d7,0.7881428571,0.141985244,but,QR,false,"But if it refuses to recognize gay marriages, then it must also refuse to recognize straight marriages as well."
1032,a1551775b6fd552fc3634d6f293d2475,0.7845,0.1622784644,first,QR,false,First you liars and immoral hypocrites force your perversions on my society and then you blame me for being the problem when I refuse to accept the negative results of the Godless society you are attempting to create in your secular humanist image.
465,4ad5645f0116e1108ddd0b74577d0086,0.7873333333,0.133844188,no_connective,P1_P2,true,"It is the truth not ignorant because the bible states it here ""If a man also lie with mankind, as he lieth with a woman, both of them have committed an abomination: they shall surely be put to death; their blood shall be upon them."""
1536,f33bc301728cb1f246f04491638960cd,0.7866666667,0.2335968036,first,QR,false,"First of all, gays are legally citizens with rights."
285,2d8d28e5ea18b80459802c383fa15703,0.7992,0.1434806607,no_connective,QR,true,"The issue in this recent challenge to the November referendum in California has nothing to do with whether there is a right to amend the state constitution, or whether the right to amend the constitution is more clear than the right to marry."
1223,bffa0fb0825d95fcaffdd182c68165c7,0.877,0.1089632966,if,QR,true,"If this were true, then by logical extension, we should not allow any non-Christian marriages; Jewish, Muslim, Buddhists, Hindu Also keep in mind that, even if the USA is a predominately Christian society, the government of the USA is supposed to be non-religious."
71,0c21b5ede3d437ecbf80082dd3622396,0.774,0.0056568542,if,QR,false,"if the laws change so that gays can get married, then fine."
318,32704f469086a7c30764ee74b34fcf1d,0.74,0.2420671394,but,QR,false,But most people certainly aren't going to view a child with a single parent who's having gay sex with someone as all one big happy wholesome family.
626,638b9d9adb27b43d4d3251ffa68d8538,0.801,0.0807291769,so,QR,false,"So, you are right, it tends to be fascist when gays demand that the notion of traditional marriage be altered to include gays being ""married."""
558,5951901c46215194531b053b2af16662,0.7551666667,0.226268351,but,QR,true,But why can't they be content in another term besides marriage that has all the same benefits as marriage?
1369,dac0b456880e984ea6258f1afb7b8995,0.7808571429,0.2282034389,no_connective,QR,true,Using this logic we should all be working together to ban marriages of ANY kind in order to cut taxes and employer benefit expenses.
349,3826e36a1968de094a5aa5c9f9941917,0.6336666667,0.4114490653,but,QR,true,"But the definition of marriage was always one man, one woman."
1214,bdfa019eb399bf6b5ce52793e1f61b95,0.78,0.2460731599,first,QR,false,"First you tell blatant lies, and now you'll get all huffy that I'm calling you on them."
244,280a0694cec1caa0d3d994d671601ebd,0.7940909091,0.239429929,if,P1_P2,false,If same sex marriage were right for everyone they would pass laws protecting that.
1405,e017c215c10eb07516177e09ef6bb1e0,0.8188,0.0409169891,so,P1_P2,false,so can't two people of the same gender celebrate their love for each other.
1143,b21b9a5fbf6c043d673f5d50a8db2348,0.7488,0.102143037,first,QR,false,"First, the rights that homosexuals are trying to obtain have nothing to do with children."
146,194c7f5b642df7cc24ed1fa9c80adce9,0.7778571429,0.1726204204,no_connective,QR,true,It's totally disingenuous to pretend that marriage in modern society has nothing to do with love and companionship.
1,004eff4771bd446c18b8998ecc3da219,0.7655,0.1265721138,so,QR,true,"So, if I'm a bigot, that must make you a XXXXXX then, right?"
1474,eaf6c25de484e55474616d65617dd074,0.7764,0.1333802834,but,P1_P2,false,"But due to the tremendous cultural condemnation for homosexuality, they often find themselves not only desiring male acceptance, but become ""rebels without a cause"" knowing that society looks down it's nose at their lifestyle."
