,ItemId,GoodSliderMean,GoodSliderDev,Connective.x,PairType.x,ResponseInitial.x,Phrase.x
605,5c49b156c8581eaefc80e4cddd506728,0.8688333333,0.1280209618,no_connective,QR,false,"Of course a semi-automatic .223 caliber rifle is not the same as a chemical weapon, but the point is that (I think) most people don't think that you should be able to own absolutely any weapon that you want, so one must attempt to define what is too dangerous for ordinary citizens to own."
711,6d31a013525faab4e5c14d9721b8edf3,0.8688333333,0.1091410402,no_connective,P1_P2,true,"Bottom line, the government has no buisness keeping track of who has guns."
402,3d010f734df726bd6fadafcb4df3b7e9,0.818,0.1081249277,no_connective,QR,true,The laws says you need a permit to carry.
319,3120ebb7f8432819b12523710bf8cbc7,0.8684285714,0.1393889727,no_connective,P1_P2,true,"Do you really think that if the government were to try and take over, that your 22 in your gunsafe is going to hold off trained soldiers with automatic rifles?"
315,30b2eeab3a629e333e46f601ef6265df,0.8874,0.0905113253,first,P1_P2,false,"First of all it protects the right for states to keep a well regulated militia, and it also protects the right of the people to keep and bear arms."
73,0b612111fb5e72788e09220f568917df,0.8741666667,0.1597678524,first,P1_P2,false,"firstly, gun law would have to go back to federal government because the states will never have identical gun laws otherwise (which is essential for equality purposes), then if you want to get rid of guns, you need to work in phases by slowly introducing more restrictions (like the ones we have in Aus) and carefully rewording the second amendment."
758,74607ec4fe3f0a37470f1813019f39e4,0.8647142857,0.1399222573,first,QR,false,"First of all, it violates the second amendment."
1335,cd89abeed17ab9365d4e337e0695e8cf,0.881,0.1455815922,first,QR,false,"First, the no guns free school zones were a kneejerk reaction to a series of events that really had nothing to do with the 'average thug', though in all honesty, I'm not sure exactly what an average thug is."
443,429de1402cb2907fcedbe81223e5fea1,0.8298,0.1116745271,if,QR,false,If more gun-control saves lives then more gun-control means more freedom.
427,40062a6860699d05111032794caa7eb5,0.8723333333,0.0669019183,no_connective,QR,false,The 2nd amend does not say people need guns for self defense!
955,929cf5a87e140527df5a2c71a131b10b,0.8606,0.0875059998,no_connective,P1_P2,true,The correct answer of course is: Wait... Wait for it.... MORE GUNS = LESS CRIME
1243,bd26e8580fc24ec8656ac6146866415c,0.8593333333,0.1164021764,but,P1_P2,true,Sorry but police should NOT be the only ones allowed to carry firearms!
1162,b066354cf4b0c8021ec89c845d907420,0.882,0.1017663992,but,P1_P2,false,"But beyond the penalty's relation to gun control, disarming citizens will result in a uneven balance between criminals and law abiding citizens"
1614,fbbd71b4fc9a41c81fd5edc167e7d4eb,0.866,0.1186625467,first,P1_P2,false,"First, Cornell put to rest the States Rights and Collective Rights theories and showed that the right to keep and bear arms is an individual right."
202,1f12430fdef2bf9af045dcfadd9738cd,0.8548571429,0.1106773518,but,QR,false,But it would be interesting if you could tell me how guns save lives (without taking lives)
992,97ea6a2df3bc9181ae7cdb5845140c24,0.8863333333,0.1079048964,first,QR,false,"First, the Court was mindful of the rise of organized crime, a social ill that had prompted passage of the first federal gun control laws."
529,4ee7fb6c4359c033dbc28780df4734a7,0.841,0.0992446472,no_connective,P1_P2,true,"I'm saying if you want to have manditory training for persons with firearms, why would you do that as a prerequisite for a CCW permit, why wouldn't you just do it as a prerequisite for gun ownership?"
1262,beee79a8dfa48cfa1f4493fdb7430b96,0.8816666667,0.0816398595,but,QR,false,"But people like you, Tim, are constantly pushing for more and more laws that will restrict our rights, while at the same time doing nothing to lock up the likes of gang bangers, cop killers and armed home invaders."
416,3f587277d166adaadfdcb6b2f6c53289,0.878,0.0964095431,if,P1_P2,true,If you cut the gun supply and make it harder to get guns criminals will have less access.
1515,eaa660f19ddb31b61596e34277170dcd,0.8488571429,0.1319727605,no_connective,QR,false,A citizen in the Sunshine State is almost twice as likely to be attacked by an alligator than to be assaulted by a concealed carry holder.
699,6bd1c79f86431c806df0f81702d8020a,0.759,NA,no_connective,P1_P2,true,"J Miro- You choose to mock the dead victims of a crazed madman, and in the same paragraph both accuse us as being the same as Loughner and bringing sexual references into the mix?"
1598,fa1579fc4d6f1840f1cd14f4aa5cbfa6,0.8475,0.1756265925,first,QR,true,Firstly handguns held by criminals are illegal in UK so the fact that homicides have increased is irrelevant to the handgun ban.
419,3f7f1f981722beab066373b2a1f45761,0.8474285714,0.1093600432,if,QR,true,"If you're so convinced that 'gun-control' works, then why don't you place a sign on your door or in your front yard that reads: ""DOING MY PART FOR GUN-CONTROL: THIS IS A GUN-FREE HOME!"""
970,95485b28a7fd057993d4ac456d0cbf8d,0.8461666667,0.1714076039,so,QR,true,"So,in your opinion,are you saying that this invading force that you are talking about,would never bat an eye as to whether the people of the USA are armed to the teeth or not in their pre-war planning?"
83,0d1d8ecddad88bd808d81c7767d69150,0.8688333333,0.1079655809,if,QR,true,"if there were no guns, there would be no armed intruders."
428,403eb6261f0854df44ed79c6ff0fba00,0.8435,0.1481441865,if,QR,true,"If private firearms were to be made illegal across the board, I suggest to you the civil unrest you speak of would be epidemic in our nation."
704,6ca6de21e48762e329ba77f1597fca5e,0.87775,0.1196198841,if,QR,true,If guns were not so readily available in America there would be far less shootings.
332,325667f05a461bb1297e289bc6ee9eb7,0.8592,0.0779371542,no_connective,P1_P2,true,I agree its a proven fact owning a gun decimates the odds that your going to get robbed or any other attack on your property or on you
303,2f290d346d71e1ce69af887d59edf22f,0.8398571429,0.1439761885,if,P1_P2,false,"If you had suggested to the Founders that the 2nd Amendment didnt protect an individual right to keep and bear arms, you would have had quite a debate on your hands."
1007,99d67df1d28abc2bd0008141afbd1e05,0.85475,0.1258501093,no_connective,QR,false,"This court now realizes just about any gun is immune from federal controls at this point and it reluctantly but unequivocally says . . . * ""Another objection to the rule of the Miller case as a full and general statement is that according to it Congress would be prevented by the Second Amendment from regulating the possession or use by private persons not present or prospective members of any military unit, of distinctly military arms, such as machine guns, trench mortars, anti-tank or anti-aircraft guns, even though under the circumstances surrounding such possession or use it would be inconceivable that a private person could have any legitimate reason for having such a weapon."
1068,a27186dc14e0062683e3756115fc35f2,0.8347142857,0.1182620174,but,P1_P2,true,"but most burgerlery's happen when you arn't even home, in which case the gun is mostly likly to be stolen itself."
584,58cb5105646415b12f7acc40595ab526,0.8341666667,0.1351287041,if,P1_P2,false,"If I am carrying for protection, I myself, will have less chance of becoming the victum of crime."
474,45ddc5ea13618d740681854d3deca490,0.8304,0.1425299968,first,QR,true,"First priciple: gun control must not change, modify, or engineer good citizens."
740,71841bd3f20e853c806cf35261075f51,0.8338571429,0.1277464006,if,QR,true,"If I may suggest to all; 'A repeal of the Second Amendment, alone, will not automatically exclude gun owners from owning firearms."
1606,fac266711eeb68434feb98c1995f8584,0.854,0.0892591732,if,P1_P2,false,"If you sell your car legally and I get into an accident with the person you sold it to should I also sue you for selling it to that person of course not, now do you see how stupid it is to hold a manufacturer responcible for the actions of consumers."
322,318e02c5c0a01a1eb0a96743ce440087,0.8315714286,0.1540182426,but,P1_P2,true,"Yes, but when the second amendment came out there was no ""national guard."""
193,1d2f6c7e1257ad89f78df111375f74f9,0.808,0.0905280804,if,P1_P2,false,"If you intrepret the SA as meaning gun owernship for the purpose of a militia, then anyone can form a militia, and legally have military weapons."
422,3fa53678b04889508db089ad22ca9f7e,0.8411666667,0.0810442266,if,QR,true,"If no one owned weapons, then the police would be virtually unneccesary except to stop crimes committed with fists alone."
1256,be3bbe66dcdf91ccbbea50a3e2660437,0.8412,0.1928190862,so,QR,false,So when the gun haters deny a person the right to defend themselves they should be responsible for the person safety.
1613,fb8e7234aef4f0b287cb020ec55a3d5b,0.8275,0.1665806111,first,QR,true,"First, let me say I do not believe God has ever spoken to man and said, 'Thou shalt own a gun'."
1248,bda0e5f467e4468345b5e6934ff2189a,0.826,0.1290490863,so,QR,true,So the right to own a firearm has created a situation wher a small group of people (roughly 10%) can violently refuse democraticly decided decissions?
1046,9f810ac06b8ba409f41328af163bb7ae,0.8142,0.1172676426,no_connective,P1_P2,true,"Despite Gansao's support for schools getting students adjusted for life as prisoners, I don't believe that they have any legitimate authority for deciding that a person's constitutional rights end the very instant they set foot on school property; especially when it comes to college campuses."
1024,9c3ce8276b7bcd73529aedced61681d3,0.825,0.1218687819,first,P1_P2,false,"First, a national system would prevent this by scaring those ""friends"" into not buying the guns legally and selling them illegally, for if the guns are used in an illegal crime, that person can be held accountable."
1407,d8beb21433b8d3364cc0fb495c855be7,0.8224285714,0.2381119185,but,QR,false,"But if bear arms means, as the petitioners and the dissent think, the carrying of arms only for military purposes, one simply cannot add for the purpose of killing game."
1217,bb24e591fba3b424d84b8446680571aa,0.8224,0.1481563363,no_connective,QR,false,"The government, authorities, or police do not owe it to you to protect your life."
31,05abdd01a67a9d9b8107ab0089c47340,0.838,0.1734560463,no_connective,QR,true,Gun owernship is most definatley a right.
431,40ad869bdea34ed72eeb48b6899907a4,0.8206666667,0.1958383687,if,QR,false,If you are claiming gun control works in the UK because of fewer gun deaths you are wrong.
944,904b7c4d4083d4970b72e11764f4496e,0.8172,0.1719467941,but,QR,true,"But, star gazer, we had guns then when the Constitution was written and enshrined in the BOR and now incorporated into th 14th Civil Rights Amendment."
1053,9fd15405c587cffbc7f4ebe936eb46b7,0.8115,0.1428212169,first,QR,false,"First, there is a natural right of private self-defense against armed enemies or groups."
943,904628cd4791e841a7c4be76c3cf7752,0.763,0.1363744844,so,QR,true,"So you think it is wise that the individual citizens can own functional surface to air missiles, and/or nuclear weapons?"
250,25ce16b06d2ac4db0ffd71b7458c7727,0.9084,0.1154244342,no_connective,P1_P2,false,"USA Today (May 9, 2002) ""Since Australia's 1996 laws banning most guns and making it a crime to use a gun defensively, armed robberies rose by 51%, unarmed robberies by 37%, assaults by 24% and kidnappings by 43%."""
561,54f5b55b33e8d30e0c76ef079b3ee61e,0.816,0.1740143672,so,P1_P2,true,So do you think it is OK to ignore the Constitution for national security?
915,8c5370a02ee088eb28717769436734be,0.8154285714,0.1538114182,so,QR,false,So someone who want to take my guns is really just guessing that gun bans will reduce crime.
1373,d321486ca1061a1b648ae5afb9e445b1,0.8308,0.1471383703,if,QR,false,"If the Supreme Court really thinks that the second amendment protects an individual right, why haven't they bothered to reverse any of the rulings of the lower courts?"
284,2b2f49b83ce373351a33cb6188a82d3e,0.8696666667,0.0860310022,no_connective,P1_P2,false,"(Contrary to Handgun Control's claim that ""all ammunition must be accounted for,"" the emergency ammunition is the only ammo that requires accounting.)"
664,66cb0f1858aaef03be25bf4cdce22fc7,0.8308333333,0.1490012304,if,QR,false,If anything this statement does nothing but support the position that we need to sentence gun traffickers to the mandatory ten years in prison per firearm sentence that federal law demands.
1483,e4dc667a2c8b552825406bdf45c0d300,0.8178,0.0731621487,so,QR,false,"So my answer, and apparently the way the majority of people see it, is to not allow ANY guns on planes (suprisingly: the way it is currently)."
1486,e51484404728d3de417221bc7dacdd20,0.8248333333,0.1268470207,if,QR,false,"If it did, the Court would have applied the Amendment's scope and restriction on the federal government's ""overreaching"" in deciding an issue of purely state militia power, not the state militia law requiring a permit for an armed march by private citizens."
959,93291b0ae8771b4d9056cc7b886563b9,0.8125,0.1159874993,if,QR,true,"If he didn't have a gun, you wouldn't need to defend yourself from a man with a gun."
1127,aa6817d264626fab3c8d24e1d4abeb14,0.812,0.133161556,first,P1_P2,true,First you need to be old enough to be able to legally own a weapon and vote to change laws.
238,24b104875698c87c3f5536ee9ff0e90a,0.8108333333,0.0967582899,if,P1_P2,false,"If Madison meant Soldiers in the Militia by the word ""people"" then infact the 1st ammendment only refers to the militia as well."
930,8e53b175138506368c4321aad2eb88d5,0.7848,0.1506160682,no_connective,QR,false,"I do believe that it is right to impose a LIMIT though, such as not allowing people other than law enforcement to take a gun on a plane or in a school."
1631,fea11a24ba9cd230fce61907048290ae,0.8074166667,0.2655352941,if,QR,true,"If you think that preventing you from taking a gun on a plane, into a school, into a federal building, or any other secured place is encroaching on your right to bear arms, then i am guilty as charged."
302,2ee5d35c1c9ab329d4705cc7b4135b4d,0.8085,0.1303345695,first,QR,true,"First, yes I believe that a prohibition on the private ownership of guns would lead to an increase in our overall death tolls; it certainly didn't work as predicted in the UK, that's one of the reasons we left."
1529,eca1eb629ec7952b35058a33a55b4923,0.842,0.1385568475,if,P1_P2,false,"If you make a living selling guns, you have to perform a background chek period."
1101,a69c522385b69740b21b814b27ec9984,0.8868333333,0.1638992577,if,P1_P2,true,If they have banned guns why are swords any different?
888,87cb3f521d28d2fe98f50590aabe6b5a,0.8362,0.1132307379,if,QR,false,"if a criminal knows that 90% of the people that are walking around where armed and knew how to responsibly use their weapon, crime would take a huge drop."
1597,f9f46ddf21ac44bba392567b022a9f4d,0.807,0.1364148086,if,QR,true,"if i am buying a gun that was made before 1895 (i think that is the correct date) it is not legaly speeking, a gun, and there are no restrictions."
988,97a72e06a7ea22e1915ba7415d252699,0.8067142857,0.1613833059,if,QR,false,"If someone breaks into my house to do harm to me, and I shoot him, I would rather go to jail, than be harmed or possibly killed."
747,72c4697423897fdedb7308c40a9a414b,0.794,0.1142424323,no_connective,QR,true,The government's supposed interest in who's buying firearms from private citizens isn't sufficient enough to severely curtail a person's right to privacy.
573,56db15ecb4fcc9bb4cf2333fc96d025a,0.8025,0.1467361578,no_connective,QR,false,You try to reinterperet the 2nd amendment to fit your totalitarian argument.
614,5e2c1c973895e05dc345c00d47e4b4d6,0.802,0.0963535158,but,QR,true,I agree but it is THIER RIGHT which is recognized by the second amendment.
1580,f6b5f64f2ae7ac0ce31f9655c50c3326,0.8014285714,0.0981476051,no_connective,QR,false,I want to defend myself with a gun when the felons only have knives.
710,6d1f800c33fb6d28d05c6894c15db61c,0.8012,0.1319268737,first,QR,false,First The right to own a gun is IN the Bill of Rights???
1454,e04ea4a48f01e7d3bace585bd99ab7f9,0.8266,0.1228588621,first,P1_P2,true,"First off i never insinuated that was my phrase,only that i agree with it.Second of all,if you think Britain is so much better than the USA then please leave the USA,the quicker the better.And if all you anti gun people would be so kind as to send me your addresses i will send you all some cheese to go with your wine.Simple fact is nobody is going to take my guns from me unless i commit a serious crime,and im not alone in that feeling.So all your statistics and numbers arent going to change my feelings."
1568,f5275eb08ff34f252f4076a67ccd48ce,0.7985714286,0.2293133643,first,P1_P2,false,"First of all, I do not believe that our founders thought the right was absolute."
836,811c154d09fc1a84adafbba2c7664195,0.7958,0.163420317,if,P1_P2,false,"If it isnt in the Constitution, it cannot be done."
766,7608005473d895530bce230a1421de0f,0.7684,0.083305462,if,P1_P2,false,"If we allow banning of AP bullets, big bullets will be next, then shotguns, then pistols, then hunting rifles, then bows and arrows, then knives, then nail-clippers, then bats."
552,5320586391d81e879287ebec92d52c6c,0.7946,0.1809580062,so,P1_P2,false,"So after we ban guns, we ban knives, right?"
1582,f70f44877d5f9f025aa153c4df61c3fe,0.7943333333,0.1008755008,first,QR,true,"First off lets assume that if you are allowed to bring guns on board, then the terrorist will be wearing bullet proof vests just for protection."
470,458c587dfccbe127623e271aeaf76e8e,0.76875,0.0473594412,if,P1_P2,false,"If we take our protection, and make it illegal, then the bad guys will get the guns, break into your house and you will say, ""Atleast I can protect myself with my gun."
734,70a2c8ba1e095aab3e9364ca58440f12,0.7804,0.2384749463,so,QR,false,So when I hear someone say that taking guns off the streat will reduce crime I know they are taking out of thier a**.
1003,99b245953bfde9e4c0fbc63a8fb726cc,0.7931666667,0.130263451,if,QR,true,"If your state doesn't allow machineguns, a favorable ruling on the Stewart case would not change your ability to own a machinegun."
1039,9e46f9cc375d78f873154d6e637a39bb,0.8078333333,0.1477936625,if,P1_P2,false,"If a common man can use, own, and store modern military weapons as safe or even safer than the state, by what logic do you argue that only the state should have them?"
390,3bc073f7e1ef610cad801bc3496b28e6,0.792,0.2766232094,so,QR,true,So Japan that has an absolute total ban on handgun ownership actually has more than four times the handgun-related murder rate of Australia where handgun ownership is restricted but still legal?
736,70b891e738d797fa83a9b93276f1f8ab,0.7916,0.1082164498,if,P1_P2,false,If you have a gun there's a better chance of him seeing the gun and running.
1424,dc2ac7832f79902ba6aee636aa88ad4d,0.751,0.3286791749,no_connective,P1_P2,true,Did the people on the gun free airplanes on 9/11 die a gentler kinder deaths because there were no guns on the airplanes?
607,5c9457b7a8dea45408237ff46a35199f,0.80675,0.1350984209,first,QR,false,"First, you mention the UK, where absolutely nobody can own a handgun, suggesting a total ban on ownership or possession is what you believe would be an answer."
56,08d55bacafe6c70b9bb02931725cde32,0.7884285714,0.1411699415,first,QR,false,First off pulling out a firearm is illegal.
154,183dbf73a067ca89bedb019724dfb8b0,0.7923333333,0.0786401085,if,QR,true,"If you buy a gun for self defense, the most likely outcome is that you will never shoot anybody with it?"
535,5065e21a9a2f6db46a6d67cf9d89e1fa,0.774,0.1533541653,first,QR,false,"First off, in Jeffersons papers, as collected at the library of congress, the smitsonian, and other institutions, he uses the term ""Bear Arms"" a total of 347 times."
174,1b21254f406535f6d3a118057a4d5d65,0.76925,0.1338466162,no_connective,QR,true,It seems inconsistent to think that the rest of the Bill of Rights is devoid of explanatory phrases like that found in the Second Amendment but that the explanatory phrase means nothing...
479,46c7207e903f809c1111ea225d50feb8,0.7874285714,0.2311859693,so,QR,true,"So therefore you'd have no problem with me owning tons of Vx, Mustard Gas, Anthrax, and the means to deliver it?"
229,232ff2b457814018f06b079d4901d5a4,0.7862,0.3095968346,no_connective,QR,true,A minority of gun owners are NRA members.
287,2bc6f100272dab0e8bd91ad34d736423,0.7905,0.1831406563,so,QR,false,So 32.8% of American homes would have assault rifles- more than 23% of households in Switzerland having assault rifle.
1118,a968850599a411bc829e5649fc7d3931,0.786,NA,first,P1_P2,false,"First, since this is my first post here and I've only been perusing this site for an hour or so, I need to know if the ""anti-gunners"" that are posting in this thread are Americans or not."
398,3c9e2fe9be531994fc2161ebb7842850,0.7493333333,0.2398346653,no_connective,QR,false,The government has no business knowing who has a gun.
1392,d736d37594b21edf357ac7d0fe3e0818,0.7831428571,0.0514924867,so,QR,false,So gun hater pilot wants to disarm all law abiding citizens in a world where gun hater pilot stated we must consider all people suspicious.
291,2ca2f50f372b7c257449ded255825ae6,0.8086,0.1272941475,so,QR,false,"So then if carrying weapons aborad a plane is legal, and they have done nothing wrong, you just trashed the Constitution."
338,332642b53a70c5230ff57af61ea95940,0.7902,0.2474938383,first,QR,false,"First, it suggests that the one who get victimized the most are the one who are unarmed, as they were without a gun to defend themselves with."
436,4187ba559c5ea0cd580f3c320dd9e84e,0.7901666667,0.1319930554,no_connective,P1_P2,false,The only thing that registering the weapon does is let law enforcement know that an individual owns a weapon and the registration verifies that the purchaser is not a known criminal or mental patient.
1175,b2728ea4b24b3203b6ed18eccbfc4068,0.7398,0.1539292045,but,P1_P2,false,"But we should ban and seize all guns thereby violating the 2nd, 4th, and 5th Amendments to that Constitution."
1553,f217ca136a96785f1553a99af3ca37ca,0.7736,0.1230499898,no_connective,QR,false,Gun control is about preventing such security risks.
542,50e39c0b11c5b4aa155fdb22491fa568,0.7802857143,0.1722427689,first,QR,false,"First off, a shotgun is not a good weapon for most hunting."
216,20c71f6809f6c742505cf9ecc3abf1d2,0.7572,0.2334035133,so,P1_P2,true,"So what is wrong with a total ammunition ban then, in addition to the gun ban as dogs could sniff out the ammunition being shipped in and the un shop records provide you witha lsit of gun owners."
1419,db1caefb8e39421df801f2c6cef1b270,0.76075,0.0959943575,but,QR,true,But if you had read carefully the information that I provided you would realize: The people that already own weapons don't seem to be doing much to combat crime and are probably doing more to cause the problem than to solve it.
485,47cacba80fd5ca5cd0fe189d61697e27,0.779,0.1435653161,no_connective,P1_P2,true,Reading this thread I am horrified by anti-gunners logic.
936,8f96bda7a82f012f53a72ad5b50aa0dd,0.7778571429,0.2559937685,so,P1_P2,false,So I don't see restrictions on handguns in D.C. as being a clear violation of the Second Amendment.
628,60df52de4e934ba5ca115eb912d7a30f,0.7986,0.1702374812,if,QR,false,"If the liberals did truly get their way, and guns were outlawed, it seems like the types of guns that people posess would be likely to change."
1071,a2dacd47b185ea3062e1cd9e0afa4494,0.761,0.1839143823,no_connective,P1_P2,false,Most legislation though is way too loose on their text specifications and would easily allow the banning of hunting firearms and cartridges.
566,55a05de7945611940841f250345cc310,0.7762857143,0.2635859849,so,QR,true,"So what the hell does that have to do with anything... oh and do not tell me that the AWB was the reason... Assault weapons are used in less than .20% of crimes: ""Assault weapons are not the weapons of choice among drug dealers, gang members or criminals in general."
1605,fab0c5246e40d12a34bfcf6b80dac0fe,0.755,0.1008513758,no_connective,QR,true,"How exactly is owning a gun and not investing in a maximum security system that costs a seven figure sum and turning their home into a literal prison, creating conditions which promote crime?"
296,2d847e28e8532df1e3651a0a4fa60631,0.7758,0.1193658243,no_connective,QR,false,The private ownership of firearms is to make sure we never have a dictatorship.
1545,f070d5c8c57d839c95b040de8c6e1a44,0.7751666667,0.3865055843,no_connective,QR,true,Guncontrol is a cure for gun deaths.
356,369d6142b16741c8f6a632795999e98d,0.7848,0.3072738193,so,QR,false,"So, what you are saying, is there is no constitutional protection given to the manufacturer of weapons."
950,91674e5561a8f491b00d4c7f78816ea7,0.774,0.1808391551,first,QR,false,"Firstly - If there existed an armed forces capable of destroying the US military, then an armed civilian population would be absolutely no barrier to them."
1387,d638acad1046804fef1bac6edb760523,0.76825,0.1611983767,first,QR,true,"First, the article mentioned that the guns were in the process of being assembled and made ready for sale, suggesting that somebody is making them from parts, meaning that there has to be a factory somewhere in Australia."
1548,f14e6154d8dd7a14a713e2a1f7b1cdad,0.7742857143,0.1495434321,first,QR,false,"Firstly, the Second Amendment is a limitation on US Federal Power, not State power."
757,73cba60abc06dd63873b3d7f710846d0,0.7185,0.1505334957,but,QR,false,"But then those same people tried to put forth a system of checks and balances, with We the People as the final check, so that We the People would never have to do so ever again!"
718,6e6cb42a8593f375ba541020e23dabea,0.7516,0.127559006,no_connective,QR,true,"It's my understanding that the police can, in most states, tell anyone who has an open-carried firearm to put in away (conceal it), and then when the person conceals it, they can then charge them for carrying a concealed weapon without a permit."
1531,ed1e249c33f692917424e88e94570c27,0.7794,0.2203549409,but,QR,false,"But he still considered the right to keep and bear arms as an unalienable right, which lies at the bottom of every free government, and thus found the States bound to honor it."
258,26c526febc33b4418fcf61788bc432b5,0.7701428571,0.2209550698,no_connective,P1_P2,true,"Outlawing alcohol didn't keep people from buying or consuming it, and outlawing guns won't keep people from buying or using them either."
201,1e4e18c908caab8061e546780123b5b6,0.769,NA,no_connective,P1_P2,false,This was a unique situation.
44,072aa28d12f67acff45cf5a6a48bab70,0.76,0.1911857735,first,QR,true,"Firstly, large amounts of criminal gun use are not 'professional', they are crimes of passion."
