,ItemId,GoodSliderMean,GoodSliderDev,Connective.x,PairType.x,ResponseInitial.x,Phrase.x
224,3e448d49489ab94c3b20713446140b5d,0.9338,0.1158887397,so,QR,false,"Some innocent people are still sentenced to death, and that's where I see a problem."
680,b0d4ff5ab5010f23d0cca378b82e55ed,0.933,0.1091008708,no_connective,P1_P2,false,Jesus was against the death penalty.
164,2e48210f479b36ac9208947c3a364935,0.9324,0.1250951638,no_connective,P1_P2,true,I'm against captial punishment for the reasons that wjim1269 gave and also I think that just because someone murders someone it doesn't mean they should automatically forfeit their own life.
853,dd0a013eaaadef26751bb1dfefb77c9a,0.9315,0.074246212,so,QR,true,"Someone who has severed someone else's ear isn't ""obviously innocent""."
626,a42e8c9cb3ed6aa2b1facde28d68ba13,0.93125,0.0697967287,if,P1_P2,true,If it was your wife/daughter/mom etc. that was murdered and/or raped you would probably think different And if it were you who was wrongfully convicted you might think differently as well.
467,7a83a94af8adf9db79b25e2385272038,0.9282,0.0809950616,no_connective,P1_P2,false,what you are saying is that we should murder people because the prisons are overcrowded.
654,aa22ecfb629a0690b6a3d069de5ece51,0.927,0.0014142136,no_connective,P1_P2,false,"Capitol punishment is not just the execution of murderers, but the execution of anyone by the state."
722,ba835a21be86fd4f47125335c4db121b,0.9268,0.0895918523,no_connective,P1_P2,true,The death penalty is hypocritical.
261,459302ac4b65c7694dd8a0d04bf8a9c1,0.926,0.071662403,no_connective,P1_P2,true,Every execution discourages 15 murders.
316,529ede0747f5e2a0c36acaa5c47cdad0,0.9255,0.1187785054,if,QR,true,"If inmates in for life actually got life in 100% of the cases, I'd be more inclined to support a ban on capital punishment."
882,e460105500476f19a8c184b03bb1f549,0.9252,0.0588956705,so,QR,false,So why not just give them a life sentence rather than kill them?
233,40798e5cced231c50490b80e6862b8c4,0.924,0.1074802307,first,P1_P2,true,First Dispute: Trials You say a lot of people have been executed when they are innocent.
74,13bb6486f1cb9ac9e5a4d14dab468b0a,0.9603333333,0.0418608807,no_connective,P1_P2,true,The death penalty was established so families would not fued for generations.
89,18ef4e804e7b3871df6da42b2b7a93b5,0.921,0.1117228714,if,P1_P2,true,"If that is the case (and I am unsure to say the least) then surely the answer is (to your scenario) that they can either: a) be tried in the US but any penalty i.e. capital punihsment, that wouldn't be applied in their own nation can't be appplied post verdict or b) they can be tried in their own country but the country where the crime is committed is able to take part in the process of examination and jurisdiction."
785,cd942c8aa3d2d93de16475fff11a0a8e,0.9206,0.1048894656,if,QR,true,"If it could be said for certain that a murderer, rapist, or a pedophile would get life without the possibility of parole then I might be more for that........The problem is that sentence has been given to murderers in the past and some liberal judge down the road has seen fit to release the perpetrator and allowed him to go out and murder and rape again.......... That is why I say execute them and you will not face the possibility of that happening........."
215,3b58001b6e2430df32c2fc0fcaa4988d,0.919,0.092214424,but,P1_P2,false,But even one unjustified execution is a hundred too many.
915,ee3694a0995a24bdbe6d2d6af5ac6702,0.9176,0.073792276,no_connective,P1_P2,false,JESUS HATED CAPITOL PUNISHMENT.
689,b2cec154c5909cda82c383a68163fd8c,0.9162,0.0738999323,so,P1_P2,false,"So, the only reason I can really see why people support the death penalty is to have simple vengeance against the perpretrator."
81,14ad5171804cc6817a9d32c44f93ecf6,0.9156,0.1048060113,if,P1_P2,false,"If as a nation, we argue that life is sacred and that it must be treated with respect, then that applies to all categories of people regardless of their actions."
75,13cd071439d14bba986a12ece9d868b3,0.91525,0.0528417449,if,P1_P2,false,"if we look at statistic, crime is increasing nowadays."
715,b923f0ffe289b56e09383336379f2a60,0.9152,0.1352320228,first,P1_P2,false,"Firstly, life in prison is a worse punishment.Death penalty it is the simplest punishment for the person who e.g. killed, raped, committed act of terrorism and etc."
112,20074bfd2b0b5fc5da99f220c6419533,0.915,0.1213232597,no_connective,P1_P2,true,The death penalty is Biblically justifiable.
588,9a4411a5ccca1a38ef4094c96104c799,0.9146,0.0776743201,if,P1_P2,true,"If we kill a few innocent lifes in the process, thats fine by me as long as the rightfuly convicted felons are killed VIA leathal injection and/or electric chair."
376,654e001206aa18a2c0695f26105cc915,0.939,0.0748465096,if,P1_P2,true,"if someone chopped off your best friends head right in front of you, would they be deserving of the death penalty?"
529,8c14d85a48aefad38bba4d17ee47101e,0.9115,0.1138441918,no_connective,P1_P2,false,Show them God's love and mercy.
559,93a5565b5c573f032a98bf5fb0dbaae8,0.9114,0.0616952186,but,QR,false,"But you have to wonder, how can there be no shred of supporting evidence after thousands of years of use, if it IS a actual deterrent?"
854,dd16fa7ff6158e83b3ded9f6dd775c78,0.9112,0.115821846,if,QR,true,If one person was excecuted when he was innocent than thats hundreds too many.
879,e34629a791cb2f1fe40f7887323fdb9d,0.911,0.1535219854,no_connective,P1_P2,true,In my opinion the death penalty is the very wrong way to work against criminal activity like murdering!
651,a9bd52bf040ca497bc79151379930db5,0.9098,0.0720222188,if,P1_P2,true,If we are sure they raped & killed those innocent children then we should let them die.
459,77e65f3b1e961934db4f21f7f55fb7e5,0.9083333333,0.158771324,but,P1_P2,false,But are there any stats available showing countries/states with the death penalty have a higher/lower crime rate?
727,bb662048e3320be3c3e784d71eec81ae,0.9076,0.0846835285,no_connective,P1_P2,true,these debates get so freakin repetitive JESUS MADE IT VERY VERY CLEAR THAT THE DEATH PENALTY IS WRONG.
286,4a541b9fbb98f9a987d01887358c6a99,0.94275,0.0588465519,but,P1_P2,false,"But think of this: should we keep the killers in jail for 100 year sentences with the possiblility of them escaping, or our jails overflowing, or should we just go with the 100 percent surefire way of keeping them off the streets just by the electric chair or lethal injecion."
463,79e29efb2bd3f12953b52f8a348c314d,0.9058,0.06411864,if,P1_P2,false,If you rape a child then you deserve more than anybody to be put down and eliminated forever.
399,6aeb7e4f8dd40bce2a3b08c2083084a6,0.903,NA,first,QR,true,"First of all, a dead man fears nothing."
863,deb29b9a009e0c391f72ab52c16a8ce9,0.9026,0.1804544264,if,P1_P2,false,If you rape a kid then you shouldn't be allowed to live.
312,519c48d511a9248d3f1939ee4588016a,0.9022,0.0553597327,no_connective,P1_P2,true,"jdover, wjim, I think the death penalty should only be used when there is undeniable proof against the suspect."
670,af20d42765f4a91aaccd67a9348ac8ef,0.9018,0.1025948342,so,P1_P2,true,"So phantom these offences vary greatly in severity from sexual touching to rape.are you seriouly saying a person given 2 years for touching should be murdered?In a small town in england a few years agoa group of youths beat a young girl to death for simply being a goth, where was the cry for there execution, you need to engage your brain and not let emotion cloud your views, i do not belive in the death penalty for any crime but in your world people reciving realitively small sentances of say 3 years would be executed ,by your logic anyone should then be hanged simply on the length of sentance recived you can not have one law for sex offences and a different one for others."
270,47b9db3f50cca6194ddd0459720ee6a4,0.9015,0.0445477272,no_connective,P1_P2,true,"""Every system has its flaws."
344,5a13db1fc657f514d63d36c6f5cf32be,0.901,0.109270307,but,QR,true,But there are still innocents excuted.
239,413b1306ab01efff4db3ffb617787f84,0.9,NA,no_connective,QR,false,"This debate is not about slavery it is about the death penalty, stick with the subject."
709,b815aa5d5e0b98b46154ead4b6eac1f8,0.8986666667,0.1755144818,so,QR,true,"So, if you value the life of the foeutus the same as that of the mother, why is it ok to kill the foetus because of rape or incest?"
8,01e9b5c29d862b26b387c4552f7b0eeb,0.8982,0.1020426381,so,P1_P2,true,"So it's wong when some civilian commits murder, but it's fine when an authority is doing the killing?"
893,e787a945a3edee6b56d854e8368ddef9,0.8956,0.1000164986,no_connective,QR,false,Getting rid of the death penalty would ultimately not be more cost effective.
478,7df7663832b8e57600a7e393fcc8438a,0.8945,0.0382317495,so,QR,false,"So far, I am hearing ""an eye for an eye"" which is just that vengeance centered sense of justice that I am arguing against."
291,4c079a440be0f4adcb4f811ac0aa2b01,0.8944,0.1395987106,if,QR,true,"If I ever ""murder"" someone without cause, I would deserve to die."
4,017e37c007c7565b8b116d3993ca361a,0.8932,0.1004275859,so,P1_P2,false,"So, seems to me that when you make death a quick (as in timely) and certain punishment, there is most definitely a deterent effect."
229,3f7afb6b8900a7c6f041e079b4f0087e,0.89275,0.0525824749,so,QR,true,"So if we can assume that innocent people are convicted in capital punishment cases, shouldn't we be free to assume that innocent people are being convicted in non-capital punishment cases as well?"
791,cec0610fe879472e67707d0d4da25579,0.8916,0.0943864397,no_connective,P1_P2,true,"ok guys, a more extensive reply is on the way, but first i have to ask you anti-capital punishment guys this: If we take your arguments to their logical extreme, we must then say that ANY FORM of ANY punishment is immoral."
544,8fd34a581c7bc199dda9bb8df210d43a,0.8908,0.0720603913,if,P1_P2,true,If they're in prison for life they also will not kill again.
357,5d96cec6e533328f1793e66dceee650b,0.887,0.0874785688,no_connective,P1_P2,false,the only way you can really support capitol punishment is you would be willing to do it yourself.
958,f761b2a0417a4408b457eea0719bd457,0.8858,0.0745298598,if,P1_P2,true,If the death penalty deters murder (as you claim) then why does Europe have a lower murder rate even though they've outlawed the death penalty?
671,af4df142511e4517ed43b56c86af3bd8,0.88375,0.045006481,so,QR,false,Society doesn't have to go overboard - life without parole is sufficient.
371,637f3260f331b318ca579727b6e59a1a,0.8823333333,0.0893886645,no_connective,QR,false,"In 26 years the death penalty has been in effect in my home state of Illinois, there have been more people exonerated due to irrefutable evidence than have been put to death."
293,4c4c4859a086639aa677b7c8c80b968b,0.882,0.1035446763,but,P1_P2,false,But killing someone because of him killing someone is quite hypocritical.
615,a0d079bc4ffafb3832b7e3b2835b83f8,0.8812,0.1277622793,no_connective,P1_P2,false,"Capitol punishment is not o.k., no matter how you try to justify it, and if you are using Jesus Christ as justification, then you are definitely never going to find that justification."
50,0d92654f3fe93ec4dcae668191d00e8a,0.881,NA,no_connective,P1_P2,false,Well what is your decision on whether to support the death penalty?
746,c1256c1064a6899b8373213a66d0713d,0.88,0.1003626757,so,QR,false,"So the blind spot isn't mine at all, because I'm not in denial of reality in order to justify the killing of totally innocent unborn children as I argue against the legal executions of murderers who knowingly and premeditatedly steal peoples hopes, dreams and their very lives."
277,485ef43e8fa0b531d378243a6a086f45,0.8782,0.0998859349,no_connective,P1_P2,true,Dsa posted some figures on the old forum saying that less people end up dying if the death penalty is kept in place.
847,dc19e348e9fdabf7f187fe5dde612ec4,0.8772,0.0755327743,no_connective,QR,false,"Here are the stats from the time that the death penalty was reinstated in Illinois (1978) to the time that Ryan issued the mass commutation: People actually put to death: 7 People put on death row, then found innocent: 13 Should we be killing people if the justice system was wrong in AT LEAST 65% of capital cases????"
877,e2d4fd046c789e95c66cb9a86a5bdc54,0.8765,0.1585822605,no_connective,QR,false,"killing a person, no matter the reason, is still murder."
534,8daa652e9563916b5098599fadb8f378,0.8764,0.0465327841,no_connective,P1_P2,true,I finally found the stats I mentioned in an earlier post: People put to death in Illinois: 7 People exonerated due to irrefutable evidence: 13 Don't you think there's a problem when almost 2/3rds of the death penalty cases result in exoneration.
557,938355d2ea4c995ca72e306e0462d958,0.8755,0.0261629509,if,P1_P2,false,"If that was the case, then books speaking about the history and highlighting the corruption of the 18th century would have never even been published in 2010."
766,c803170ad7c9210334d86767cff5fd6f,0.8725,0.0883883476,if,P1_P2,true,If she was raped she had the right to kill him to stop the abuse.
783,cd8b343e8b1d9dd60df25b51a71190ab,0.8714,0.1122688737,but,P1_P2,false,"But the way i look at it is that whatever one person does to another, especially if it causes death or extreme hospital bills, they deserve to have it done to them as well."
697,b51a1d2fbb774fd4eed0a8a9a7df7ad5,0.8713333333,0.2228572039,so,QR,false,Some poll numbers showing most Americans opinions about captial punishment: http://www.deathpenaltyinfo.org/arti...10#FoxNews0001
94,1ac4103e937b43897b21611826428a34,0.8712,0.0859168202,but,QR,true,But the statistics don't support the idea that the death penalty is any more effective as a detterent than is a life sentence.
25,05cfb05e943b963685e2aac0676e90b5,0.871,0.1105033936,no_connective,P1_P2,true,both me and thistown have quoted Jesus to support our stance on the death penalty.
735,bd8a5d3350080ff870530b98f8d360df,0.87025,0.1558361854,no_connective,QR,true,Death penalty cases cost way more because they usual go through a series of costly appeals.
417,6e5066ffda0256a081ad4fb4243d0c99,0.8702,0.1145259796,no_connective,P1_P2,false,it is quite clear that Jesus did not support the death penalty.
189,34c0152c39080a3c6fc98b15f34d6e01,0.9213333333,0.0748487364,but,QR,false,But Saddam thought that Sharia law was too harsh to be used in general practice.
693,b46f06d8af1e3fb923af213acb46c73b,0.8683333333,0.1097375657,no_connective,QR,true,"No, I am not sure... Your cocksure attitude intimating that there is not much chance you could end up falsly convicted and excecuted makes me wonder if the reason for that attitude is that you fall into the category of middle class Anglo."
910,ec355cd89b262e568f920fa389b91741,0.868,0.1866761902,no_connective,P1_P2,true,ya patriot i dont understand that either i remember seeing on tv a guy who was sentanced back in the mid 80s and just now getting the needle is there a reason for this?
602,9ecbfecdc0141c69d7eb665a22101b77,0.9305,0.0654955469,no_connective,P1_P2,true,"Oh I'm not saying that the govenrment should do away with the death penalty on these grounds, I'm saying that Christian people should oppose it, you said it yourself."
235,40d0777e6259b15101d88a2da53bf70f,0.93175,0.129864994,no_connective,P1_P2,true,"Even if you take capitol punishment completely out of the realm of God and religion, specifically Christianity, it is wrong."
982,fe966b3eb8f2d2f6db981634ef262c51,0.864,0.1841426078,if,P1_P2,true,if someone has comitted a terrible crime bad enough to be on death penalty then i think theres no way that person can be rehabilitated and put back into society.
125,2232dd305e90b99ca1de8c58d0e4415c,0.8622,0.1172164664,so,QR,false,"Some human beings have proven they have forfeited the right to continue to breathe the same air as civilized people, PERIOD!!!"
240,4180abf4e5ec47af50cdfa0cc8daa423,0.8618,0.1281276707,no_connective,P1_P2,false,"Even if you choose to cling to these Old Testament laws at least admit that Jesus Christ, the man who defines and embodies what it is to be a Christian HATED the death penalty."
16,0366c0afaa1da8739f10c4b7d8982f72,0.8615,0.1189131336,but,QR,false,But this warped society would rather fight for the right to kill the most dependent beings on the planet and make excuses for the killers.
749,c17a0691d1027db4ccdb291fbb2a20a9,0.8612,0.0614914628,but,QR,true,But life imprisonment without parole also deters the criminal from recommitting.
358,5e3d5642eccfbff121f45036a5ba9aa5,0.861,0.0995657237,if,QR,false,If it were me paying for it all lifers would die.
396,6abf188f351d544eb35333191ced9177,0.861,0.1370985047,but,QR,false,"But as long as they are only options, I support the criminals right to choose that particular method."
708,b7bc31362150c943d689a9eec3da2eff,0.934,0.0123558353,first,P1_P2,true,"First off, the point of the death penalty is not to prevent future killings, it is there to give justice."
660,aba134da46db530d888c92be0ca7a826,0.86,NA,so,QR,true,"So the Creons, Torquemadas and Jauverts of the world have always believed, much to their, and our, detriment."
772,c9758f4948ee7de32eaa28f9aee000da,0.859,0.1228901949,so,QR,false,"So in reality, pushing the death penalty only ensures that more innocent people will be murdered."
986,ffa2541528b3f46f5d777bb82ade5584,0.8584,0.0902623953,so,P1_P2,true,so you kill ten people in a gun massacre and it warrants you an easy cared for life and a possibility of release?
116,20c1ab462e2d6ac89902da3c9e17fe55,0.8817777778,0.1681240448,but,P1_P2,false,But Jesus Christ told us point blank that capitol punishment was downright evil.
110,1fa77e6405fd7a4d517dd716949965a1,0.8582,0.1487067584,if,QR,true,"If someone killed a relative of mine, I'd want to PERSONALLY throw the switch or put a bullet in their head."
350,5c0ea91aaf5aa4ac38f97647a85d0830,0.8582,0.0551969202,first,P1_P2,true,"First of all, judging the death penalty by comparing the United States to Europe is not going to do any good."
367,6272d8a5d0de1a7605246ca333068a5e,0.89825,0.0499691572,no_connective,QR,false,"We need to halt the death penalty before anyone else gets unjustly sentenced, then fix the problems (if that is even possible), and then, when we have safeguards in place, reinstitute it."
175,324352ce08739a160c8285a2178a73f1,0.858,0.0828914953,no_connective,QR,true,DNA testing may become useless soon because there is a new practice going on where prisoners sell a sample of their DNA which is placed at the scene of the crime to confuse the investigation.
493,8121d69d210c595342e6c7135aeb82b4,0.91375,0.0690814736,but,QR,false,"But if the state kills an innocent man, THAT is irreversible."
38,0894781023a87314f5a2c933b9290b5f,0.89525,0.0865192657,so,P1_P2,true,So because we might kill an innocent that means we should stop killing ALL murderers?
646,a9114b9d02b088184ea0af5e44ed8966,0.9265,0.0734234295,if,P1_P2,true,If you read my arguments clearly you would understand that i said capital punishment if used more often will deter crime.
642,a7eb1bd42a9baa4e743b53dfe96a2202,0.85625,0.0817572627,so,QR,false,"So what is one supposed to do if a criminal violently attacks a member of his family, just sit idly back and watch a soft judicial system set the criminal free after a short stay in prison, or get off on a technicality because the arresting officer didnt use proper punctuation in the report."
154,2bfff13bd9817532c0a80e74f5e6f5ce,0.8558,0.1234876512,no_connective,QR,true,No death penalty = less prison space = more money spent on building new prisons = no money saved The amount of people in the prisons would quickly build up and we would have to build more prisons.
939,f225b768c7242e036760678b15ae5d9b,0.8545,0.151728925,but,P1_P2,false,"But why not put him in a 6x6 cell, no tv, no outside contact, no magazines: just him and 4 walls, a meal a day and a grate in the floor for bodily needs."
604,9f517716fba714f00501fc2210444c31,0.854,0.2053143931,no_connective,P1_P2,false,"The Bible doesn't go against the death penalty, it supports it."
775,ca73ad44d9054d8fc7b09164a5e2c99d,0.85175,0.1517637967,so,QR,false,"So, in your opinon, a person who rapes little kids is just as valuable a member of society as somebody who feeds hungry people in a soup kitchen?"
518,8833f4416629cff572699e89c8321245,0.899,0.1110465368,but,QR,false,"But if that one doesn't wash for you, here's another argument against the deterent factor (and I must credit a bunch of wonderful schools debaters from a disadvantaged community in the third world for this): A. Executions in the modern 'civilised' world take place behind closed doors in a sealed room with sterile instruments and all the advantages of medical science."
391,6932af447c0387a321c85a72e05a1c68,0.85125,0.1705234588,but,P1_P2,true,But I oppose the death penalty because it has the capacity to kill innocent people.
690,b2e100583f52f1d27a8584ddd47405f1,0.85,0.203646753,no_connective,P1_P2,true,"Darknight, This is a good point that I agree with and another Pro for capital punishment."
595,9c533a3184963f6056c47ad4bed33ef6,0.84875,0.0998544774,if,P1_P2,true,If someone kills a massive number of people is it fair in the victims eyes to have someone sit in jail for the rest of their lives?
237,413088e0493c5a1fc1c07c5f75004ca6,0.8486,0.1057676699,if,P1_P2,true,"if a person kills another person it is murder, whether it is sanctioned by the state or not."
880,e36c87c81131343c8bd321395627a37b,0.8486,0.1198532436,but,P1_P2,false,"But a person who disregarded the rights of the victim, in effect denying that person the right to be alive and suffered the terror of life leaving their body should not be given the right to enjoy more breath than it takes to deliver them to a gallows."
157,2c878d1f772f143737e20342c00dd72d,0.8482,0.0753704186,if,P1_P2,false,"If they don't want to die, then I suggest they don't steal, murder, etc."
758,c56b63df5d589258e19ddf7d4f7ba630,0.848,0.0565685425,so,QR,false,Something quite different than when you're pushed infront of some detectives and actually questioned over your motives for murdering someone.
754,c3e5af7f1ea4dde0ba33f68b8730ed03,0.847,0.1461044147,first,P1_P2,false,"First, the Bill of Rights was written by people who supported the death penalty, therefore it cannot be contradictory to the views of those who are in favor of imposing capital punishment."
962,f8fe031cf08a18d030b8e0c477db7435,0.8466666667,0.1341429586,no_connective,QR,false,In one case it took them 21 years before the murderer was finally killed.
322,53e8e84575a91c116422682dba42ac3f,0.8462222222,0.125636159,if,P1_P2,false,"If you want to kill somebody, then expect the consequences of your actions."
975,fb90f2d7efb42f98ff6e7a578d646d7c,0.861,0.0928475453,so,QR,true,So how about we stop a penalty that has executed innocents?
183,341fa73da230e66c2ffa10d3a4d08747,0.845,0.0982369584,so,QR,false,"Society is brutalized by the maintenance and release of such criminals, not their execution."
704,b6f15fe0d7840eb1549be0a0145450e9,0.845,0.0805543295,if,QR,false,If he went to trial I would not want him to be humanely put to sleep.
492,80cb1bdd41136c54292a49598f9f1e7c,0.8448,0.1455135733,if,QR,false,"If they know they'll die if caught, they'll likely kill more rape victims and children."
616,a11213d927807ef97d6651562bb8cd32,0.8445,0.2199102089,but,P1_P2,true,but do u think criminals fear death?
3,016799ab79742e34d698eb6f52ef4380,0.8444,0.1155629698,if,P1_P2,true,"If the government should have the duty to protect all of its citizens, it should extend especially to the murderer."
644,a83b675acbd0f18e290acda65742431e,0.8444,0.1195378601,if,QR,true,"If the same murderer had been given the death penalty, and never released in the first place, he would not be able to kill again."
375,64b261424003d49f1200e8525118db32,0.8443333333,0.0245831921,no_connective,P1_P2,true,there are a whole slew of laws in the old testament that are ridiculous and are not applicable any more.
149,2932c39fd4cba3636195aed77eac00d9,0.844,0.0593969696,no_connective,P1_P2,false,- Calli You have absolutely no idea what you're talking about.
174,3219755e53d65eab21885718bbb8d927,0.844,0,if,P1_P2,false,"If the government does happen to be repressive, who's to say enough people will rise up?"
206,39a2349b75ffe4e6bd012f2cfeea28b5,0.844,NA,no_connective,QR,true,"No, we shouldn't abolish every flawed system."
214,3b26e229004051406361624c346b8f3c,0.844,0.1458663772,so,QR,true,"So, in summary, you aren't against the death penalty on principle."
753,c2fc0b369405e2973bc22562b1dd97dd,0.84375,0.163943842,so,QR,false,"Some people facing the death penalty have been exonerated, sometimes only minutes before their scheduled execution."
226,3ed47823d6c7e02a375feebc84fd2d4b,0.84325,0.1075341031,if,P1_P2,true,"If I was thinking of commiting murder, then I would certainly prefer to be executed quickly and painlessly, as it is done today (gas chamber, lethal injection, etc.) Most criminals that commit crimes DO NOT have the intention of being caught, so they do not often take the possible punishment into account."
628,a430edc0c54c015fc757863dde253f85,0.842,0.0426848919,no_connective,QR,true,"The ""Central Park Jogger"" case involved a person who confessed who probably was guilty."
984,ff2bbcfc284832144a7e3e02b1eb4eab,0.87825,0.0894142979,no_connective,P1_P2,true,I would support the death penalty IF there was a way to ensure that it would not put innocent people to death.
701,b683661a3195f039810b7b74957ee313,0.8414,0.0982155792,no_connective,P1_P2,true,"Dirtynumbangel, ""It would be more of a punishment to lock someone up for their whole lives than to kill them, that's the easy way out"" Would you honestly rather be put to death than spend it in jail."
868,dfe162f5ebfecdb598d2a192fdae1822,0.8414,0.1736326582,first,P1_P2,true,"First of all, I am against death penalty.... but if it related to children I am cruel!"
288,4b6c890cb034aa0cf372f9cc9fabf78b,0.841,NA,but,P1_P2,false,"But on another note, I wonder whether he wouldn't rather be sentenced to death than put with the general prison population."
892,e7525877b385f9aa7769b9e5fcf1c3c1,0.8405,0.0543476464,if,P1_P2,true,"If you just shot suspects without a trial it'd be even cheaper, it'd probably have a decent deterrent effect too."
17,03b8bb49637c1169e902126c03fb54a3,0.8395,0.0555127613,if,P1_P2,false,If these monsters are allowed to live in our society we allow the cancer to live.
538,8e819ddc0d4037b88293a62c983cc2e5,0.8388,0.1264108381,first,P1_P2,false,"Firstly, many people say that Europe does not have the death penalty so the U.S should not."
66,10ad8d27e4ee2dfe62d0aa060d30f670,0.83875,0.1736920167,no_connective,P1_P2,false,"I'll even prove it and save this woman who should be executed under the Old Law, yes she should be executed but since Christianity is about love and forgiveness and seeing as how much I hate the death penalty I'm going to stand up and face an angry mob of men with stones alone."
608,9f8707c2752d93fb583a379b96137b85,0.8386,0.0683615389,if,P1_P2,true,"If there was a justice system that was equally fair to all accused, made no mistakes and only executed the guilty, proponents of the death penalty could rightly cry, ""Fry 'um up""."
